iteration,time,density,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,lane_change_probability,deceleration_probability,max_speed_lane_1,max_speed_lane_2,max_speed_lane_3,flow,vehicle_count
1,0.050833605,0.01,4.606667,0,0,0,0.8,0.4,5,5,5,0.046066646,3
2,0.0485466,0.01,4.5599995,0,0,0,0.8,0.4,5,5,5,0.045599975,3
3,0.04118891,0.013333333,4.54,0,0,0,0.8,0.4,5,5,5,0.060533296,4
4,0.0614865,0.02,4.6266665,0,4.6566668,0,0.8,0.4,5,5,5,0.092533305,6
5,0.0569391,0.023333333,4.6171427,4.645,4.5866666,0,0.8,0.4,5,5,5,0.107733294,7
6,0.0563319,0.026666665,4.6375,4.638333,4.608667,4.716,0.8,0.4,5,5,5,0.12366664,8
7,0.0734824,0.030000001,4.5933323,4.6196666,4.590667,0,0.8,0.4,5,5,5,0.13780004,9
8,0.07625371,0.033333335,4.594,4.5790005,4.5400004,4.6426673,0.8,0.4,5,5,5,0.15313335,10
9,0.079267696,0.036666665,4.601819,4.6183343,4.578,4.618,0.8,0.4,5,5,5,0.16873333,11
10,0.08039019,0.04,4.57,4.6330004,4.496333,4.611,0.8,0.4,5,5,5,0.18279995,12
11,0.08495768,0.043333333,4.566154,4.550334,4.579477,4.5796666,0.8,0.4,5,5,5,0.19786665,13
12,0.08745889,0.046666667,4.6328573,4.5987616,4.660476,4.6303334,0.8,0.4,5,5,5,0.21619996,14
13,0.0912658,0.05,4.558668,4.5859523,4.511571,4.591334,0.8,0.4,5,5,5,0.22793326,15
14,0.093461506,0.05333333,4.60875,4.6197147,4.604453,4.597667,0.8,0.4,5,5,5,0.24579996,16
15,0.10140911,0.05666667,4.578824,4.542428,4.5822144,4.613001,0.8,0.4,5,5,5,0.25946677,17
16,0.10477908,0.060000002,4.566667,4.5419044,4.605857,4.542714,0.8,0.4,5,5,5,0.27400005,18
17,0.1109424,0.06333333,4.562105,4.5401106,4.5708413,4.5777626,0.8,0.4,5,5,5,0.28893337,19
18,0.11095331,0.06666667,4.566,4.560277,4.5566664,4.5788097,0.8,0.4,5,5,5,0.30440006,20
19,0.1253161,0.07,4.568571,4.557785,4.5392222,4.627119,0.8,0.4,5,5,5,0.31980008,21
20,0.1228092,0.07333333,4.5472736,4.5406346,4.54042,4.5758333,0.8,0.4,5,5,5,0.33346665,22
21,0.11896799,0.07333333,4.5336366,4.4808335,4.548746,4.5925474,0.8,0.4,5,5,5,0.33246666,22
22,0.1212253,0.07666667,4.523478,4.490722,4.5442224,4.550841,0.8,0.4,5,5,5,0.3468,23
23,0.1287474,0.08,4.531666,4.565706,4.461365,4.5930552,0.8,0.4,5,5,5,0.36253327,24
24,0.1438196,0.083333336,4.5104003,4.493445,4.497652,4.5427303,0.8,0.4,5,5,5,0.37586665,25
25,0.137571,0.086666666,4.438462,4.394923,4.417268,4.5306187,0.8,0.4,5,5,5,0.38466662,26
26,0.14091189,0.09,4.3807406,4.3430943,4.3356824,4.5024843,0.8,0.4,5,5,5,0.39426666,27
27,0.1390022,0.093333334,4.3742857,4.3774595,4.311937,4.4455957,0.8,0.4,5,5,5,0.40826672,28
