iteration,time,density,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,lane_change_probability,deceleration_probability,max_speed_lane_1,max_speed_lane_2,max_speed_lane_3,flow,vehicle_count
1,0.050423104,0.01,4.526666,0,0,0,1,0.4,5,5,5,0.045266647,3
2,0.047884107,0.01,4.5733347,0,0,0,1,0.4,5,5,5,0.045733314,3
3,0.039136797,0.013333333,4.635,0,0,0,1,0.4,5,5,5,0.06179996,4
4,0.060971204,0.02,4.606667,0,4.616667,0,1,0.4,5,5,5,0.092133306,6
5,0.057632107,0.023333333,4.64857,4.671667,4.626,0,1,0.4,5,5,5,0.10846665,7
6,0.054668497,0.026666665,4.575,4.612666,4.5516667,4.5933332,1,0.4,5,5,5,0.12199998,8
7,0.07271791,0.030000001,4.5799994,4.592666,4.58,0,1,0.4,5,5,5,0.13740005,9
8,0.07495861,0.033333335,4.5900006,4.6109996,4.549667,4.626,1,0.4,5,5,5,0.153,10
9,0.077396706,0.036666665,4.656364,4.6140003,4.722667,4.6226673,1,0.4,5,5,5,0.1707333,11
10,0.0796595,0.04,4.576666,4.632,4.572667,4.506666,1,0.4,5,5,5,0.18306671,12
11,0.086694986,0.043333333,4.6076922,4.53,4.653667,4.661667,1,0.4,5,5,5,0.19966668,13
12,0.08614261,0.046666667,4.5414286,4.566,4.5272384,4.5393333,1,0.4,5,5,5,0.21193328,14
13,0.087332904,0.05,4.5493336,4.570905,4.506333,4.594572,1,0.4,5,5,5,0.2274666,15
14,0.09584499,0.05333333,4.58625,4.583477,4.601596,4.5786667,1,0.4,5,5,5,0.24459997,16
15,0.10635263,0.05666667,4.5788255,4.5769286,4.5971904,4.5676665,1,0.4,5,5,5,0.25946677,17
16,0.1109486,0.060000002,4.605556,4.6173573,4.622048,4.580762,1,0.4,5,5,5,0.27633342,18
17,0.11948682,0.06333333,4.6294737,4.627301,4.6629286,4.5917144,1,0.4,5,5,5,0.2932001,19
18,0.10999049,0.06666667,4.571,4.579024,4.565103,4.573953,1,0.4,5,5,5,0.30473337,20
19,0.11854689,0.07,4.562857,4.5682387,4.5588646,4.564762,1,0.4,5,5,5,0.31940007,21
20,0.11851778,0.07333333,4.576364,4.562976,4.570833,4.5991907,1,0.4,5,5,5,0.33560005,22
21,0.11735679,0.07333333,4.599092,4.5605397,4.637532,4.599667,1,0.4,5,5,5,0.33726674,22
22,0.12175591,0.07666667,4.5695643,4.5414133,4.6124444,4.559079,1,0.4,5,5,5,0.35033324,23
23,0.12379352,0.08,4.5866666,4.591865,4.5942135,4.572468,1,0.4,5,5,5,0.36693332,24
24,0.1265629,0.083333336,4.5327992,4.5222597,4.503984,4.590825,1,0.4,5,5,5,0.37773335,25
25,0.1326781,0.086666666,4.553847,4.5751643,4.529704,4.5608344,1,0.4,5,5,5,0.39466667,26
26,0.12997532,0.09,4.507408,4.486682,4.5299544,4.499942,1,0.4,5,5,5,0.40566665,27
27,0.14118758,0.093333334,4.428571,4.3975725,4.406691,4.503749,1,0.4,5,5,5,0.41333333,28
28,0.1367501,0.096666664,4.444828,4.393957,4.3999877,4.5681443,1,0.4,5,5,5,0.42966655,29
29,0.1460549,0.1,4.370001,4.2872148,4.3512135,4.4916587,1,0.4,5,5,5,0.43699992,30
30,0.14614101,0.10333333,4.3070965,4.190501,4.2896404,4.4821835,1,0.4,5,5,5,0.4450666,31
31,0.1493985,0.10666666,4.1875,4.0434203,4.2131696,4.3442745,1,0.4,5,5,5,0.44666663,32
