iteration,time,density,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,lane_change_probability,deceleration_probability,max_speed_lane_1,max_speed_lane_2,max_speed_lane_3,flow,vehicle_count
1,0.10021253,0.01,4.5999994,0,0,0,1,0.4,5,5,5,0.045999985,3
2,0.0944497,0.01,4.589999,0,0,0,1,0.4,5,5,5,0.045899983,3
3,0.08121279,0.013333333,4.57,0,0,0,1,0.4,5,5,5,0.060933333,4
4,0.11721592,0.02,4.5766683,4.586833,0,0,1,0.4,5,5,5,0.091533326,6
5,0.111809015,0.023333333,4.584287,0,4.5824995,0,1,0.4,5,5,5,0.106966645,7
6,0.11103271,0.026666665,4.575,4.563,4.5631666,0,1,0.4,5,5,5,0.122,8
7,0.14441815,0.030000001,4.577777,4.588667,4.566167,0,1,0.4,5,5,5,0.13733335,9
8,0.15125348,0.033333335,4.5979996,4.5706663,4.6391664,4.5858326,1,0.4,5,5,5,0.15326665,10
9,0.16271816,0.036666665,4.586362,4.6095,4.5815,4.5843334,1,0.4,5,5,5,0.16816662,11
10,0.17056412,0.04,4.603332,4.602,4.6225233,4.5798335,1,0.4,5,5,5,0.1841333,12
11,0.17354749,0.043333333,4.5792317,4.5857863,4.558737,4.616166,1,0.4,5,5,5,0.19843327,13
12,0.182114,0.046666667,4.6142855,4.575583,4.6427393,4.6105003,1,0.4,5,5,5,0.21533328,14
13,0.18653043,0.05,4.6146665,4.5908813,4.6150713,4.6248336,1,0.4,5,5,5,0.2307333,15
14,0.19205125,0.05333333,4.584375,4.5927267,4.5557857,4.608666,1,0.4,5,5,5,0.2444999,16
15,0.20459838,0.05666667,4.5929413,4.5762506,4.6335945,4.57506,1,0.4,5,5,5,0.26026678,17
16,0.21075547,0.060000002,4.6011105,4.5724287,4.605929,4.6271663,1,0.4,5,5,5,0.27606672,18
17,0.21685106,0.06333333,4.584211,4.5989895,4.578191,4.5737376,1,0.4,5,5,5,0.2903334,19
18,0.21501844,0.06666667,4.585499,4.584702,4.589057,4.588977,1,0.4,5,5,5,0.30570003,20
19,0.21913888,0.07,4.597143,4.5905166,4.582024,4.628702,1,0.4,5,5,5,0.32179993,21
20,0.2339402,0.07333333,4.553636,4.5327415,4.551481,4.581651,1,0.4,5,5,5,0.3339334,22
21,0.23139158,0.07333333,4.585454,4.557813,4.5951343,4.60291,1,0.4,5,5,5,0.33626664,22
22,0.23180296,0.07666667,4.571304,4.582087,4.548433,4.590763,1,0.4,5,5,5,0.35046664,23
23,0.2448332,0.08,4.5649996,4.5442805,4.564306,4.5969973,1,0.4,5,5,5,0.3651999,24
24,0.25247678,0.083333336,4.5607996,4.5404363,4.573541,4.576218,1,0.4,5,5,5,0.38006657,25
25,0.25745407,0.086666666,4.5569243,4.556081,4.539031,4.586545,1,0.4,5,5,5,0.39493328,26
26,0.2669785,0.09,4.5392594,4.5338287,4.5287113,4.5661144,1,0.4,5,5,5,0.40853325,27
27,0.26494947,0.093333334,4.4725,4.438626,4.4597635,4.537881,1,0.4,5,5,5,0.4174333,28
28,0.2749188,0.096666664,4.4379315,4.37571,4.435217,4.541706,1,0.4,5,5,5,0.42900005,29
29,0.28258824,0.1,4.3589993,4.309442,4.307218,4.4909043,1,0.4,5,5,5,0.4359,30
30,0.29732984,0.10333333,4.2754827,4.1938996,4.2125683,4.4652457,1,0.4,5,5,5,0.44179997,31
31,0.298716,0.10666666,4.160625,4.0394034,4.108342,4.3787384,1,0.4,5,5,5,0.44379997,32
32,0.32013217,0.11000001,3.98,3.8720188,3.9390392,4.212505,1,0.4,5,5,5,0.4378,33
33,0.32471305,0.11333334,3.8676474,3.749348,3.7824912,4.1757917,1,0.4,5,5,5,0.4383332,34
34,0.34309116,0.11666667,3.803428,3.7121582,3.7286332,4.0541563,1,0.4,5,5,5,0.44373322,35
35,0.3495146,0.120000005,3.6905563,3.500169,3.6158607,4.0862756,1,0.4,5,5,5,0.4428667,36
36,0.36445397,0.123333335,3.552163,3.3841617,3.518981,3.8301096,1,0.4,5,5,5,0.43809995,37
37,0.36765096,0.12666667,3.4165783,3.227722,3.3924723,3.7267997,1,0.4,5,5,5,0.43276668,38
38,0.36726967,0.13,3.3561542,3.196036,3.3143106,3.6722116,1,0.4,5,5,5,0.43629977,39
39,0.37808728,0.13333334,3.2494998,3.0643003,3.2081785,3.5866401,1,0.4,5,5,5,0.4332666,40
40,0.389459,0.13666667,3.2290246,3.0652606,3.199378,3.5411985,1,0.4,5,5,5,0.44129983,41
41,0.4003161,0.14,3.1697624,2.996558,3.0697215,3.5771954,1,0.4,5,5,5,0.44376647,42
42,0.4186358,0.14333333,3.1151154,2.9837987,3.011156,3.4673421,1,0.4,5,5,5,0.44649994,43
43,0.4276501,0.14666666,2.9906816,2.8184283,2.968382,3.2760978,1,0.4,5,5,5,0.43863326,44
44,0.44691786,0.14999999,2.9499993,2.7593076,2.851737,3.377433,1,0.4,5,5,5,0.44249994,45
45,0.46502987,0.15333334,2.8986955,2.7531152,2.8185089,3.2207837,1,0.4,5,5,5,0.44446668,46
46,0.4865521,0.15666667,2.8125527,2.6296506,2.7670252,3.1652975,1,0.4,5,5,5,0.44063324,47
47,0.5027629,0.16,2.7729163,2.595589,2.6901286,3.1558776,1,0.4,5,5,5,0.44366673,48
48,0.5147151,0.16333334,2.765918,2.6407604,2.6883557,3.1060069,1,0.4,5,5,5,0.45176658,49
49,0.5123295,0.16666667,2.6879995,2.5455246,2.6131809,3.0075083,1,0.4,5,5,5,0.44799995,50
50,0.5359973,0.17,2.6045105,2.4620984,2.5229177,2.955417,1,0.4,5,5,5,0.4427666,51
51,0.5501832,0.17333333,2.5594227,2.4213898,2.4609792,2.923938,1,0.4,5,5,5,0.4436331,52
52,0.57192796,0.17666666,2.50566,2.3379807,2.437503,2.8746338,1,0.4,5,5,5,0.4426666,53
53,0.59329784,0.18,2.4807405,2.3210702,2.412987,2.8162203,1,0.4,5,5,5,0.44653344,54
54,0.62202793,0.18333334,2.4065456,2.243901,2.3500142,2.757166,1,0.4,5,5,5,0.44120002,55
55,0.64948964,0.18666667,2.3907142,2.246044,2.3356593,2.7018876,1,0.4,5,5,5,0.4462666,56
56,0.66793805,0.19,2.3401754,2.190769,2.2763133,2.67417,1,0.4,5,5,5,0.44463325,57
57,0.6914911,0.19333333,2.2798274,2.1212325,2.234941,2.607398,1,0.4,5,5,5,0.44076657,58
58,0.6914707,0.19666666,2.292712,2.1277752,2.264655,2.6197836,1,0.4,5,5,5,0.45089996,59
59,0.7203393,0.2,2.2261665,2.06212,2.1463706,2.5860107,1,0.4,5,5,5,0.44523332,60
60,0.7380956,0.20333333,2.1534426,2.0281365,2.0548544,2.4914398,1,0.4,5,5,5,0.43786657,61
61,0.7644951,0.20666666,2.1270962,1.9754235,2.0905418,2.430436,1,0.4,5,5,5,0.43959996,62
62,0.8072524,0.21,2.1315877,1.9331,2.1197994,2.4537165,1,0.4,5,5,5,0.4476332,63
63,0.82242155,0.21333332,2.051875,1.919136,2.0447733,2.2793195,1,0.4,5,5,5,0.4377334,64
64,0.8235591,0.21666665,2.0598466,1.8906368,2.028746,2.3773277,1,0.4,5,5,5,0.4462999,65
65,0.8509975,0.22000001,2.0089393,1.8647971,1.9235262,2.3698049,1,0.4,5,5,5,0.44196674,66
66,0.8700627,0.22333334,1.9701495,1.8400477,1.8960216,2.2917118,1,0.4,5,5,5,0.44000003,67
67,0.8945309,0.22666667,1.9445586,1.8375559,1.8525531,2.2820532,1,0.4,5,5,5,0.44076663,68
68,0.9281437,0.23,1.9102899,1.7643516,1.8738844,2.1761007,1,0.4,5,5,5,0.43936658,69
