iteration	time	average_speed	average_speed_lane_0	average_speed_lane_1	average_speed_lane_2	vehicle_count
4807	3.9274564	2.9166667	2.5263157	2.8333333	3.7272727	48
4808	3.9282174	2.9375	2.6	2.3125	4.3333335	48
4809	3.9290986	2.6458333	2.047619	2.3333333	4.0833335	48
4810	3.9299061	3.0208333	2.2222223	2.6666667	4.75	48
4811	3.9308596	2.9583333	2.2666667	2.85	3.9230769	48
4812	3.9320762	2.75	2	3	3.4545455	48
4813	3.9333515	2.8541667	2.8333333	2.4444444	3.5	48
4814	3.9352593	3.1458333	3.4444444	2.6666667	3.4166667	48
4815	3.936028	3.2916667	3.1666667	2.6470587	4.3076925	48
4816	3.9369648	3.1875	2.7368422	3.0625	4	48
4817	3.9376936	3.25	2.3	3.5384614	4.266667	48
4818	3.9384592	3.1875	2.3157895	3.4705882	4.1666665	48
4819	3.9392529	2.9583333	2.5	2.4117646	4.3076925	48
4820	3.939973	2.9166667	2.1666667	2.9444444	4	48
4821	3.9417012	2.4375	2.3333333	2.0588236	3.0769231	48
4822	3.9425182	2.6875	3	1.95	3.5454545	48
4823	3.9436305	2.375	2.5333333	1.6	3.3846154	48
4824	3.9444017	2.5833333	2.375	2.2	3.5	48
4825	3.945189	2.9375	2.55	2.3529413	4.5454545	48
4826	3.9459598	3.1666667	2.55	3	4.5454545	48
4827	3.9467125	2.9791667	2.3888888	2.4705882	4.4615383	48
4828	3.9482715	2.9166667	2.5	2.5882354	3.9230769	48
4829	3.9496229	3.0833333	2.7333333	3.0526316	3.5	48
4830	3.951273	2.875	3.3333333	2.3157895	3.142857	48
4831	3.9522433	2.6666667	2.6666667	2.6842105	2.642857	48
4832	3.9531364	2.7291667	2.8823528	2.5	2.8461537	48
4833	3.9538536	2.7083333	2.9375	2.1764705	3.0666666	48
4834	3.954517	2.5625	2.375	2.368421	3.0769231	48
4835	3.9557877	2.375	1.8235294	2.4444444	3	48
4836	3.9564486	2.7291667	1.8125	2.9473684	3.5384614	48
4837	3.9574394	2.6041667	1.7857143	2.6190476	3.4615386	48
4838	3.9581327	2.7708333	2.357143	2.5238094	3.6153846	48
4839	3.9587855	2.8125	2.5625	2.3333333	3.7142856	48
4840	3.9595194	2.9166667	3	2.3333333	3.6153846	48
4841	3.960214	2.5625	2.3	1.7142857	3.7857144	48
4842	3.960913	2.3541667	1.9	2	3.4615386	48
4843	3.9615932	2.6458333	2.1176472	1.8333334	4.4615383	48
4844	3.9630399	2.7916667	2.6842105	1.9411764	4.1666665	48
4845	3.9639642	3.0208333	2.8	2.590909	4.181818	48
4846	3.9651744	3.3541667	2.8	3.2	4.3846154	48
4847	3.96665	3.0416667	2.3157895	3.1176472	4.0833335	48
4848	3.9679465	2.875	2.4761906	3	3.3333333	48
4849	3.9696677	2.6041667	2.3333333	2.6666667	3	48
4850	3.9703546	2.3125	2	2.5714285	2.5833333	48
4851	3.9711523	2.5208333	1.8421053	2.7058823	3.3333333	48
4852	3.9720113	2.8333333	2.2222223	2.7368422	4	48
4853	3.9728212	2.8125	2.4210527	2.3529413	4.0833335	48
4854	3.97352	2.5833333	2	2.6	3.3333333	48
4855	3.974234	2.875	2.5625	2.2222223	4.071429	48
4856	3.9749227	3.2916667	2.3125	3.5263157	4.1538463	48
4857	3.9756942	3.0833333	2.7894738	2.6470587	4.1666665	48
4858	3.9771771	2.9791667	2.8	2.0769231	4	48
4859	3.9778268	2.9791667	3.1875	2.375	3.375	48
4860	3.9786484	3.2291667	3.3846154	2.6666667	3.7058823	48
4861	3.9792995	3.1458333	3.4666667	2.5294118	3.5	48
4862	3.9799457	3.3125	3.75	2.764706	3.4666667	48
4863	3.980944	3.6041667	3.6875	3.2941177	3.8666666	48
4864	3.9822607	3.3333333	3.5	3	3.5714285	48
4865	3.9839964	3.0833333	3	2.7222223	3.642857	48
4866	3.9851012	2.8333333	2.0588236	2.9333334	3.5625	48
4867	3.9861112	2.5	1.8235294	3.1333334	2.625	48
4868	3.9869423	2.4791667	2.8823528	2.4666667	2.0625	48
4869	3.9877028	2.5	2.8125	2.7333333	2	48
4870	3.9884534	2.6041667	2.5263157	3.5	1.8666667	48
4871	3.9891765	2.7916667	3	2.8666666	2.4285715	48
4872	3.9904974	2.6666667	2.75	2.8	2.3333333	48
4873	3.9913437	2.4791667	2.7692308	2.0869565	2.9166667	48
4874	3.9924064	2.5	2.9375	1.7222222	3	48
4875	3.9932702	2.625	2.8235295	2.3333333	2.7692308	48
4876	3.9941692	2.2291667	1.8125	1.9	3.3333333	48
4877	3.9949808	2.375	2.2105262	1.9444444	3.3636363	48
4878	3.9958413	2.4583333	2.4705882	2.2631578	2.75	48
4879	3.996635	2.4166667	2.0588236	2.5	2.8181818	48
4880	3.9981487	2.5833333	2.1875	2.55	3.1666667	48
4881	3.9999194	2.7083333	2.4444444	2.2941177	3.6153846	48
4882	4.001175	2.7083333	2.1176472	2.5263157	3.8333333	48
4883	4.002123	2.75	2.0526316	2.75	3.7692308	48
4884	4.002969	2.6041667	1.5555556	2.8	3.6666667	48
4885	4.0037546	2.6875	1.4375	3.2105262	3.4615386	48
4886	4.005302	2.6875	2.6470587	2.2222223	3.3846154	48
4887	4.006056	2.7916667	2.3333333	2.8	3.3076923	48
4888	4.006907	2.3125	2.1176472	1.8888888	3.1538463	48
4889	4.0077653	2.3541667	1.6470588	2.3333333	3.3076923	48
4890	4.0086155	2.5	2.0625	1.95	4	48
4891	4.0094476	2.3958333	2.1875	1.9473684	3.3076923	48
4892	4.010138	2.5	1.9375	2.1764705	3.4666667	48
4893	4.010807	2.7291667	2.142857	2.4	3.7857144	48
4894	4.0121355	2.7708333	2.2142856	2.7727273	3.4166667	48
4895	4.0129395	2.8541667	2.8235295	2.4444444	3.4615386	48
4896	4.0142756	2.8541667	3.0526316	2.0625	3.5384614	48
4897	4.0153823	2.8333333	3.2105262	2.0625	3.2307692	48
4898	4.0164948	2.8125	2.764706	2.4444444	3.3846154	48
4899	4.0178175	2.9166667	3.1578948	2.7222223	2.8181818	48
4900	4.0194674	2.8541667	3.1111112	2.3529413	3.1538463	48
4901	4.020185	3.0208333	2.7619047	2.6666667	3.9166667	48
4902	4.0210204	3.0208333	1.9411764	3	4.357143	48
4903	4.021698	3.125	2.368421	3.6	3.642857	48
4904	4.022416	3.0416667	2.2222223	3.631579	3.3636363	48
4905	4.0230775	2.9375	2.2222223	3.25	3.6	48
4906	4.023732	3.0833333	2.4444444	3.1875	3.7857144	48
4907	4.0245085	2.875	2	2.9473684	4	48
4908	4.0258455	2.75	1.8125	2.6	4.25	48
4909	4.0265284	2.9375	2.6666667	2.2777777	4.3333335	48
4910	4.0274777	3.0208333	2.55	2.8	4	48
4911	4.0281134	2.6875	2.2941177	2.25	4.090909	48
4912	4.0288644	2.625	2.4736843	2.3157895	3.5	48
4913	4.02965	2.75	2.6666667	2.4285715	3.2307692	48
4914	4.0305524	2.4583333	2.2105262	2.5333333	2.7142856	48
4915	4.0316186	2.9583333	2.5	3	3.5833333	48
4916	4.033218	3	2.375	3.0526316	3.6923077	48
4917	4.0344105	2.6666667	1.882353	2.8421052	3.5	48
4918	4.035582	2.5208333	2.1111112	2	3.642857	48
4919	4.0363317	2.7708333	2.6111112	2.7333333	3	48
4920	4.0371327	2.7083333	2.75	2.6875	2.6875	48
4921	4.037829	2.7708333	2.8421052	2.3846154	3	48
4922	4.0385504	3.1666667	3.0588236	3.2222223	3.2307692	48
4923	4.040588	3.1041667	2.8888888	2.8947368	3.8181818	48
4924	4.041369	3.0625	2.9473684	3	3.4	48
4925	4.0423374	2.7916667	2.857143	2.4375	3.1818182	48
4926	4.043137	2.9583333	2.7777777	2.8947368	3.3636363	48
4927	4.043922	3.1041667	2.7368422	2.7333333	4	48
4928	4.044593	3.2291667	2.4736843	3.7333333	3.7142856	48
4929	4.0452986	2.875	2.4117646	3.0555556	3.2307692	48
4930	4.0460844	2.7083333	2.4666667	2.7894738	2.857143	48
4931	4.0478616	2.875	3	2.590909	3.25	48
4932	4.048785	2.7708333	3.2857144	1.8571428	3.6923077	48
4933	4.051221	2.9791667	3.1578948	2.1111112	4.090909	48
4934	4.0524936	2.9166667	2.7272727	2.5	3.75	48
4935	4.053489	2.9166667	2.4761906	2.9411764	3.8	48
4936	4.0546923	2.6875	1.75	2.7777777	4.4	48
4937	4.055453	2.625	2.1176472	2.2380953	4.3	48
4938	4.0564184	2.7291667	2.5	2.3333333	3.8181818	48
4939	4.0571976	2.7916667	2.5625	2.5	3.8	48
4940	4.0579314	2.6041667	2.7222223	1.9444444	3.4166667	48
4941	4.059084	3.0625	2.7777777	2.7222223	4	48
4942	4.060067	3.2291667	3.0526316	3.1666667	3.6363637	48
4943	4.0616207	3.0833333	2.857143	3.0714285	3.4615386	48
4944	4.062335	3.0833333	2.5	3.7333333	3.2307692	48
4945	4.0630927	3.0833333	2.5	3.764706	3	48
4946	4.0644226	2.7708333	2.3529413	2.8	3.3636363	48
4947	4.0658402	2.375	1.875	2.1363637	3.7	48
4948	4.0673876	2.625	2.15	2.4736843	4	48
4949	4.068759	2.8125	2.2272727	2.8125	4.1	48
4950	4.0696187	3.0208333	2.047619	3.4375	4.2727275	48
4951	4.07058	2.8541667	2.2105262	2.6875	4	48
4952	4.071272	2.625	2.2105262	2.125	3.8461537	48
4953	4.0719695	2.5625	2.1666667	2.5294118	3.1538463	48
4954	4.0726757	2.8541667	2.1666667	3.3	3.2	48
4955	4.073482	2.4375	2.05	2.4117646	3.1818182	48
4956	4.074208	2.1666667	1.8181819	2.25	2.8	48
4957	4.0753407	2.2916667	1.5833334	2.8666666	3.2222223	48
4958	4.076048	2.3333333	1.8181819	2.5333333	3.090909	48
4959	4.0767646	2.375	1.4761904	3.6666667	2.3333333	48
4960	4.0775404	2.5625	1.3888888	3.5555556	2.8333333	48
4961	4.0782914	2.4375	1.8235294	2.8888888	2.6153846	48
4962	4.0789332	2.5416667	2.764706	2.2631578	2.6666667	48
4963	4.0797396	2.5416667	2.875	1.9047619	3.2727273	48
4964	4.0806613	2.4583333	2.25	2.25	3.0833333	48
4965	4.0817842	2.75	2.5555556	2.4736843	3.5454545	48
4966	4.0839224	2.7708333	2.235294	2.5714285	4.1	48
4967	4.085269	2.7291667	2.4444444	1.9444444	4.3333335	48
4968	4.0861473	2.7708333	2.0625	2.5789473	3.9230769	48
4969	4.08688	2.7916667	2.2777777	2.4375	3.857143	48
4970	4.087686	2.7708333	2	2.9333334	3.3529413	48
4971	4.088467	2.6458333	2.3333333	2.9411764	2.625	48
4972	4.0898824	2.6041667	2.7857144	2.235294	2.8235295	48
4973	4.0906315	2.5625	2.5625	2.3333333	2.857143	48
4974	4.091591	2.5416667	2.8666666	2.1111112	2.7333333	48
4975	4.092463	2.4375	2.3529413	2.4117646	2.5714285	48
4976	4.093392	2.3125	2.25	2	2.6666667	48
4977	4.0942087	2.6875	2.5555556	2.4285715	3.0625	48
4978	4.094964	2.7916667	2.8823528	2.6470587	2.857143	48
4979	4.0957155	2.8333333	2.625	2.8421052	3.0769231	48
4980	4.0974507	2.8333333	2.4210527	2.8125	3.4615386	48
4981	4.098375	2.5625	1.95	2.5	3.6666667	48
4982	4.1002164	2.625	1.95	2.2142856	4	48
4983	4.101445	2.8125	2.4444444	2.9411764	3.1538463	48
4984	4.1025944	2.7708333	2.3333333	3	3.0769231	48
4985	4.104146	2.9166667	2.3	3.1764705	3.6363637	48
4986	4.105009	2.9583333	2.6470587	2.8	3.7272727	48
4987	4.105895	2.8333333	2.6666667	2.5454545	3.6363637	48
4988	4.1066766	2.6666667	2.4444444	2.4444444	3.3333333	48
4989	4.1075053	2.7916667	2.6	2.75	3.1666667	48
4990	4.10835	2.6041667	2.4	2.5333333	3	48
4991	4.1091104	2.7291667	2.25	3.0625	3.0833333	48
4992	4.109937	2.6875	2.2380953	3	3.0833333	48
4993	4.110988	2.8125	2.45	3.3125	2.75	48
4994	4.111834	2.9166667	2.6470587	3.1666667	2.9230769	48
4995	4.1128	2.9166667	2.9333334	2.6666667	3.3333333	48
4996	4.1138716	2.9166667	2.75	2.8	3.3333333	48
4997	4.1149426	2.6041667	2.6666667	2.0434783	3.8	48
4998	4.116938	2.5833333	2.65	1.5	4.4	48
4999	4.11901	2.8541667	2.3157895	2.8125	3.6923077	48
5000	4.1200037	2.7916667	2.0588236	2.8333333	3.6923077	48
5001	4.120851	2.625	1.9411764	2.2631578	4.1666665	48
5002	4.121618	2.6666667	1.8636364	2.1666667	4.357143	48
5003	4.1224465	2.7291667	1.6875	2.5	4.214286	48
5004	4.123184	2.8125	1.5882353	3	4.071429	48
5005	4.1239	2.4791667	1.8	2.1111112	3.6	48
5006	4.125348	2.5625	2.1764705	2.3125	3.2666667	48
5007	4.126157	2.625	2.25	2.5882354	3.0666666	48
5008	4.1271653	2.875	3.1764705	2.4444444	3.0769231	48
5009	4.128005	2.6666667	2.6	2	3.5384614	48
5010	4.1287675	2.5	2.2222223	2.3529413	3.0769231	48
5011	4.1294627	2.8333333	2.4705882	2.7777777	3.3846154	48
5012	4.130391	2.6458333	2.1764705	2.6111112	3.3076923	48
5013	4.1318274	2.8541667	2.368421	2.6470587	3.9166667	48
5014	4.13349	2.75	2.4615386	2.44	3.9	48
5015	4.1354804	2.5416667	3.0666666	1.6521739	3.8	48
5016	4.136486	2.6458333	2.8947368	1.7	4.2222223	48
5017	4.137229	2.8125	2.6190476	2.0588236	4.5	48
5018	4.137866	2.6666667	2.173913	2.357143	4.090909	48
5019	4.1388974	2.6666667	1.9047619	2.6666667	4	48
5020	4.1396093	2.625	1.7894737	2.8125	3.6153846	48
5021	4.140208	2.8333333	1.95	3.2666667	3.6923077	48
5022	4.1409645	2.7916667	2.3157895	2.9444444	3.3636363	48
5023	4.141855	2.7916667	2.4117646	2.631579	3.5833333	48
5024	4.142615	3.0625	3	2.3157895	4.142857	48
5025	4.1433926	3.125	2.9375	3.0588236	3.4	48
5026	4.1441793	2.9375	2.9375	3.25	2.625	48
5027	4.1450386	2.875	3.1764705	2.7333333	2.6875	48
5028	4.146288	2.6041667	2.1875	2.7368422	2.9230769	48
5029	4.147459	2.8333333	2.6	3.142857	2.857143	48
5030	4.1488695	2.6041667	2.4210527	2.857143	2.6	48
5031	4.1505623	2.7291667	2.8421052	2.4615386	2.8125	48
5032	4.151757	3.0208333	2.764706	3.0526316	3.3333333	48
5033	4.1524525	2.8541667	2.5555556	2.7777777	3.4166667	48
5034	4.1533237	2.8541667	2.4375	2.5789473	3.7692308	48
5035	4.154127	2.9375	2.4285715	3	3.75	48
5036	4.1549196	3.0416667	2.9444444	2.7368422	3.7272727	48
5037	4.1555696	3.0625	2.9047618	2.0714285	4.3846154	48
5038	4.1562204	3.2083333	2.8421052	2.7777777	4.5454545	48
5039	4.15686	3.1458333	2.5882354	2.9047618	4.6	48
5040	4.1575274	3.3333333	2.6875	2.952381	5	48
5041	4.1583033	3.3125	2.6666667	2.8095238	5	48
5042	4.1590395	3.1458333	2.5789473	3	3.9375	48
5043	4.160106	3.0833333	2.2105262	3.8666666	3.4285715	48
5044	4.1608973	3	2.2631578	4.071429	2.9333334	48
5045	4.1615753	2.8125	2.3157895	3.6875	2.4615386	48
5046	4.162294	2.9791667	2.5294118	3.2631578	3.1666667	48
5047	4.162982	2.75	2.4444444	2.7222223	3.25	48
5048	4.1639347	2.7708333	2.3157895	2.8823528	3.3333333	48
5049	4.164765	2.625	2.4375	2.4	3.25	48
5050	4.1659245	2.6041667	2.6111112	2.3125	2.9285715	48
5051	4.1672797	2.7916667	2.625	2.9444444	2.7857144	48
5052	4.1680155	2.875	2.9285715	2.952381	2.6923077	48
5053	4.1690884	2.9166667	3.7333333	2.142857	3.25	48
5054	4.169881	2.9791667	3.9375	1.8947369	3.3846154	48
5055	4.1705456	3.0208333	3.3888888	1.5	4.285714	48
5056	4.17125	2.9583333	2.875	2.25	4.25	48
5057	4.1720057	3.1041667	2.9375	2.5454545	4.6	48
5058	4.1727777	3.0625	2.875	2.3333333	4.7272725	48
5059	4.1735163	3.1875	3	3	3.6923077	48
5060	4.174613	3.3958333	3.05	3.3333333	4	48
5061	4.1753163	3.3958333	2.75	3.5714285	4.142857	48
5062	4.176072	3.2916667	2.8235295	3.2777777	3.9230769	48
5063	4.176706	2.9583333	2.6111112	2.8947368	3.6363637	48
5064	4.177333	2.8958333	3.2	2.4285715	3.3333333	48
5065	4.178077	3.125	3.05	2.7222223	4	48
5066	4.178761	2.9791667	3	2.642857	3.3636363	48
5067	4.1794024	2.9166667	2.15	2.875	4.25	48
5068	4.18011	3.125	2.4444444	3	4.3333335	48
5069	4.1810613	3.2291667	2.5294118	3.1	4.5454545	48
5070	4.1825724	2.9791667	2.4210527	2.7368422	4.5	48
5071	4.1842594	2.8333333	2.5	2.3888888	4.3	48
5072	4.185136	2.7291667	2.3181818	2	4.1538463	48
5073	4.185992	2.8333333	2.3125	2.6842105	3.6923077	48
5074	4.186699	2.9583333	2.5555556	2.8421052	3.8181818	48
5075	4.187492	3.0625	2.3809524	3.3888888	4	48
5076	4.1886773	2.8125	1.9473684	2.6875	4.230769	48
5077	4.189499	2.7291667	1.5294118	3.2777777	3.5384614	48
5078	4.190656	2.5416667	1.7058823	2.7777777	3.3076923	48
5079	4.19152	2.6041667	2.3888888	2.3157895	3.4545455	48
5080	4.192367	2.7083333	2.4444444	2.235294	3.6923077	48
5081	4.193176	2.4375	2.142857	2.5384614	2.7857144	48
5082	4.193826	2.2708333	1.8095238	2.8	2.4166667	48
5083	4.1945353	2.2916667	1.6666666	2.7857144	2.7692308	48
5084	4.1958294	2.625	2.0952382	2.9285715	3.1538463	48
5085	4.196452	2.9375	1.9444444	3.5625	3.5	48
5086	4.1974306	2.9791667	2.1052632	3.75	3.3076923	48
5087	4.198751	3.0625	2.3809524	3.4375	3.8181818	48
5088	4.20013	3.1666667	2.5	3.2142856	4.3333335	48
5089	4.201359	3.1875	2.15	3.5	4.5	48
5090	4.2025714	2.8541667	1.9	3.235294	4	48
5091	4.2034726	3.2083333	2.4	2.8	4.923077	48
5092	4.2043624	3.3125	2.5	2.9411764	4.923077	48
5093	4.205237	2.8958333	2.1764705	2.5555556	4.3076925	48
5094	4.206014	2.875	2.6470587	2	4.214286	48
5095	4.2066855	2.8333333	2.5555556	2.3125	3.7857144	48
5096	4.207372	2.4375	1.8333334	2.357143	3.1875	48
5097	4.2080503	2.4166667	2.1666667	2.5333333	2.6	48
5098	4.2087865	2.3541667	2.2105262	2.357143	2.5333333	48
5099	4.210306	2.25	1.6818181	2.6666667	2.7857144	48
5100	4.2109365	2.1041667	1.3684211	2.235294	3.0833333	48
5101	4.2116985	2.0833333	1.5555556	1.9411764	3	48
5102	4.2125616	2.3958333	2.1052632	2	3.2142856	48
5103	4.2133546	2.4791667	2	2.8666666	2.7142856	48
5104	4.214303	2.4375	2	3.1333334	2.2666667	48
5105	4.215543	2.7708333	2.4736843	3.75	2	48
5106	4.2166305	2.8958333	2.5	3.5625	2.6666667	48
5107	4.2180643	3.1041667	2.8823528	3.5	2.8461537	48
5108	4.2188888	3.1041667	3.1578948	3.142857	3	48
5109	4.219608	3.0208333	2.8125	3.631579	2.3846154	48
5110	4.2203846	2.6875	3.0714285	2.3181818	2.9166667	48
5111	4.2211857	2.8333333	3.357143	2.3181818	3.1666667	48
5112	4.221895	2.75	3.7857144	2.0952382	2.6923077	48
5113	4.222598	2.6458333	3.5714285	2.1	2.5	48
5114	4.2242713	2.625	3.1875	1.8947369	3	48
5115	4.225126	2.6041667	3.2941177	1.7894737	2.9166667	48
5116	4.226278	2.625	2.631579	2	3.3846154	48
5117	4.2269354	2.6666667	2.3157895	2.5294118	3.4166667	48
5118	4.2275796	2.4583333	2.1	2.75	2.6666667	48
5119	4.2282743	2.4375	2.25	2.368421	2.7692308	48
5120	4.229094	2.5833333	2.3888888	2.375	3.0714285	48
5121	4.229833	2.7708333	2.5294118	2.6111112	3.3076923	48
5122	4.2312775	2.75	2.0625	2.7894738	3.5384614	48
5123	4.2325644	2.8125	2.3333333	2.5714285	3.8333333	48
5124	4.2342043	2.75	2.4736843	2.25	3.7692308	48
5125	4.2351313	2.8333333	2.4444444	2.6875	3.5	48
5126	4.235965	2.8333333	2.8333333	2.764706	2.9230769	48
5127	4.236669	2.8333333	2.1764705	3.5333333	2.875	48
5128	4.237943	2.4375	1.8333334	3.125	2.4285715	48
5129	4.2386403	2.125	1.6875	2.1904762	2.6363637	48
5130	4.2396293	2.0625	1.8125	1.9523809	2.6363637	48
5131	4.2405066	2.1458333	1.6666666	2.047619	2.9166667	48
5132	4.241269	2.3333333	2.7777777	1.2352941	3.1538463	48
5133	4.242112	2.2916667	2.1052632	1.5294118	3.6666667	48
5134	4.2428226	2.3958333	1.875	2.1	3.5833333	48
5135	4.243524	2.6666667	2.4375	2.1	3.9166667	48
5136	4.2441607	2.7708333	2.9333334	2	3.7692308	48
5137	4.245506	3.1041667	3	2.235294	4.285714	48
5138	4.2461815	2.9583333	2.7894738	2.6666667	3.7272727	48
5139	4.24729	3.1041667	2.9047618	2.3333333	4.4166665	48
5140	4.248691	3.2708333	2.85	3	4.230769	48
5141	4.249884	3.0833333	2.2941177	3.2222223	3.9230769	48
5142	4.2509537	2.9583333	1.9375	3.35	3.6666667	48
5143	4.252167	2.875	2.7777777	2.25	3.7142856	48
5144	4.252903	3.0208333	2.5555556	2.9444444	3.8333333	48
5145	4.253827	3.0208333	2.5	2.5882354	4.3076925	48
5146	4.254564	2.9375	2.4117646	2.5	4.230769	48
5147	4.2552805	3.0833333	2.65	2.7142856	4.071429	48
5148	4.255953	2.7291667	2.2	2.8	3.4615386	48
5149	4.2567015	2.5	2.1	2.7142856	2.857143	48
5150	4.2573833	2.4166667	2.2222223	2.4375	2.642857	48
5151	4.2580137	2.8333333	2.6666667	2.7058823	3.2307692	48
5152	4.2591147	3.0833333	2.8888888	3.0588236	3.3846154	48
5153	4.2602043	3.125	3.2777777	2.7142856	3.3125	48
5154	4.260916	3.375	2.9411764	4.111111	2.9230769	48
5155	4.261998	3.125	3.1764705	3	3.2307692	48
5156	4.262649	3.0416667	3.2666667	2.5238094	3.6666667	48
5157	4.2635007	2.9166667	3	2.235294	3.642857	48
5158	4.264465	2.9791667	3.1666667	2.2	3.5333333	48
5159	4.265471	3.1041667	3.1666667	2.4705882	3.8461537	48
5160	4.2671304	3.0416667	3.15	2.4	3.6153846	48
5161	4.2684402	2.5833333	2.3	2.4375	3.25	48
5162	4.2692857	2.4583333	1.5	2.764706	3.3846154	48
5163	4.2701006	2.3958333	2	2.35	2.9230769	48
5164	4.270819	2.5833333	1.8461539	2.9130435	2.75	48
5165	4.2714934	2.4375	2.7857144	2	2.8333333	48
5166	4.272355	2.6666667	3.357143	1.8947369	3	48
5167	4.2736816	2.7291667	3.4285715	2.15	2.857143	48
5168	4.2746115	2.8333333	3.1176472	2.5294118	2.857143	48
5169	4.27551	2.7916667	2.85	2.9333334	2.5384614	48
5170	4.2761893	2.7708333	2.5789473	3	2.7692308	48
5171	4.2768545	2.8541667	2.8421052	2.75	3	48
5172	4.2775536	3.0416667	2.6470587	3.3333333	3.1538463	48
5173	4.2782474	2.6458333	3	2.3	2.75	48
5174	4.279004	2.6458333	3.2307692	2.2173913	2.8333333	48
5175	4.2805305	2.6458333	3.5	2	2.909091	48
5176	4.281507	2.7916667	3.5625	1.6470588	3.2666667	48
5177	4.2828813	2.875	3.1764705	1.8571428	3.4117646	48
5178	4.2843313	2.8541667	3.357143	2.4444444	2.875	48
5179	4.285185	2.7708333	3.4	2.3888888	2.6	48
5180	4.2859564	3.0416667	3.375	2.8823528	2.8666666	48
5181	4.286678	3.1041667	3.2380953	3.142857	2.8461537	48
5182	4.288199	3.0833333	2.9047618	3.4166667	3.0666666	48
5183	4.288929	2.7708333	1.9473684	3.4705882	3.0833333	48
5184	4.2899003	2.625	1.9	2.7142856	3.5714285	48
5185	4.290542	2.7708333	2.1666667	2.5	3.6875	48
5186	4.2911963	2.5208333	1.8125	2.5	3.357143	48
5187	4.291926	2.3333333	1.5714285	2.4736843	2.8666666	48
5188	4.2927685	2.3958333	2	2.4444444	2.7333333	48
5189	4.293646	2.4166667	1.7142857	2.2777777	3.1875	48
5190	4.29515	2.3958333	2.2	1.75	3.1764705	48
5191	4.2958646	2.5208333	2.6666667	2.35	2.625	48
5192	4.297006	2.1666667	2.7142856	1.5	2.4375	48
5193	4.2982407	2.3958333	3	1.7222222	2.6	48
5194	4.299566	2.3541667	2.7222223	1.8571428	2.375	48
5195	4.300818	2.2916667	2.4117646	2.5333333	1.9375	48
5196	4.302199	2.4375	2.4736843	2.7142856	2.1333334	48
5197	4.303061	2.0416667	2.0588236	2.5	1.6470588	48
5198	4.3039923	2.0416667	1.9375	2.5625	1.625	48
5199	4.3047013	2.375	2.3333333	2.4117646	2.375	48
5200	4.3053923	2.4583333	2.5	2.4210527	2.4666667	48
5201	4.306095	2.7083333	2.9411764	2.4375	2.7333333	48
5202	4.3068423	3.0416667	2.8125	3	3.4166667	48
5203	4.307758	2.7916667	2.9473684	2.1111112	3.6363637	48
5204	4.309506	2.6875	2.55	2.2777777	3.7	48
5205	4.310313	2.8125	2.8181818	2.1875	3.8	48
5206	4.311357	2.4375	2.1052632	2	4.111111	48
5207	4.3123183	2.4166667	1.882353	2.0454545	4.3333335	48
5208	4.3132067	2.6041667	1.8947369	2.45	4.4444447	48
5209	4.3142	2.5833333	2.047619	1.8666667	4.4166665	48
5210	4.3156013	2.6458333	1.9473684	2.5294118	3.9166667	48
5211	4.31674	2.8958333	2.4285715	3.0625	3.5454545	48
5212	4.3178596	3.1041667	2.6842105	2.8125	4.076923	48
5213	4.3186483	3.0416667	2.7222223	3.1578948	3.3636363	48
5214	4.319529	2.5416667	2.3333333	2.5	2.857143	48
5215	4.3203163	2.5625	1.8	2.8	3.0769231	48
5216	4.3212147	2.6666667	2.764706	2.2105262	3.25	48
5217	4.3219213	2.7916667	2.625	2.2631578	3.7692308	48
5218	4.3234167	2.8125	2.764706	2.2777777	3.6153846	48
5219	4.3242574	2.7708333	2.3333333	2.7368422	3.2857144	48
5220	4.32514	2.8125	2.375	2.7777777	3.357143	48
5221	4.3259616	2.7291667	2.4285715	2.3333333	3.6923077	48
5222	4.3266397	2.6041667	2.7058823	1.9473684	3.5	48
5223	4.3273873	2.625	2.75	2.0952382	3.4545455	48
5224	4.328205	2.3541667	2.5	1.5789474	3.4545455	48
5225	4.3290167	2.3333333	2.05	1.9444444	3.6	48
5226	4.3305144	2.5625	1.8571428	2.4705882	4.2	48
5227	4.3321285	2.7708333	2.0952382	2.5625	4.3636365	48
5228	4.3341393	2.7708333	2.2608695	2.642857	4	48
5229	4.334962	2.8958333	2	3.142857	4.076923	48
5230	4.3356724	2.8333333	1.95	3.25	3.75	48
5231	4.336884	2.8541667	2.4761906	2.9285715	3.3846154	48
5232	4.337599	2.8541667	2.3	3.1333334	3.3846154	48
5233	4.338866	3.0416667	2.65	2.9375	3.8333333	48
5234	4.3396816	2.9791667	2.55	2.75	4	48
5235	4.34045	3.125	2.6111112	2.7777777	4.4166665	48
5236	4.341151	3.0208333	2.1333334	3.0454545	4.181818	48
5237	4.3419886	3	2.4444444	2.5294118	4.3846154	48
5238	4.342742	3	2.4375	2.7	4.25	48
5239	4.343899	2.8958333	2.8888888	2	4.25	48
5240	4.3445797	2.9375	2.8947368	2.625	3.3846154	48
5241	4.3452806	3.125	3.2105262	2.5	3.6	48
5242	4.346208	3.1041667	2.4705882	3.0526316	4.0833335	48
5243	4.347139	3.0208333	2.5714285	2.409091	4.6666665	48
5244	4.3482904	2.7708333	3.1333334	1.7142857	4.1666665	48
5245	4.349676	2.6458333	3.3125	1.7142857	3.4545455	48
