iteration,time,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,vehicle_count
33,0.0392469,2.125,1.8333334,2.1875,2.4285715,48
34,0.0399633,2.2916667,2.2,2.0952382,2.75,48
35,0.040692,2.2916667,2.0666666,1.8571428,3.3333333,48
36,0.0416801,2.5416667,2.4,1.8947369,3.5714285,48
37,0.0429874,2.3333333,2.2666667,1.7894737,3.142857,48
38,0.0437251,2.5208333,2.375,1.7777778,3.642857,48
39,0.0456073,2.75,2.5294118,1.8125,4,48
40,0.0485592,2.8333333,2.375,2.3888888,3.9285715,48
41,0.0499563,2.7291667,2,2.1111112,4.2,48
42,0.0509405,2.6458333,2.4,2.5,3.0666666,48
43,0.0518432,2.75,2.8666666,2.3333333,3.1333334,48
44,0.0531378,2.9375,2.9333334,2.5263157,3.5,48
45,0.0539386,2.9166667,2.9333334,2.7058823,3.125,48
46,0.0548942,2.7916667,2.642857,3.0588236,2.6470587,48
47,0.0559608,2.7916667,3.2,2.7058823,2.5,48
48,0.057596,2.5833333,2.857143,2.55,2.357143,48
49,0.0586768,2.75,3.142857,2.45,2.7857144,48
50,0.0597626,2.75,3.2666667,2.2857144,2.9166667,48
51,0.060612,3.0208333,3.8,2.05,3.6153846,48
52,0.0613408,2.7708333,3.0666666,2.2105262,3.2142856,48
53,0.0621325,2.6875,3.2307692,2.4545455,2.5384614,48
54,0.0631188,2.6458333,3.0714285,2.4166667,2.6,48
55,0.0644351,2.6875,3,2.0952382,3.4,48
56,0.0654007,2.4583333,2.3,1.3333334,4,48
57,0.0663454,2.2083333,1.7142857,1.7857143,3.4615386,48
58,0.067403294,2.0208333,1.3181819,2.5833333,2.642857,48
59,0.0683035,2.2083333,1.5,2.8461537,2.6,48
60,0.0699581,2.4791667,1.8421053,3.3333333,2.4285715,48
61,0.07101031,2.5833333,2.2380953,3,2.7142856,48
62,0.072412096,2.3958333,1.55,3.1538463,2.8666666,48
63,0.073230095,2.4583333,1.75,3.2142856,2.7142856,48
64,0.073999,2.5625,2.0555556,2.7894738,3,48
65,0.0749016,2.6666667,2.2631578,2.5263157,3.7,48
66,0.0756256,2.6666667,2.631579,1.9444444,3.909091,48
67,0.076315105,2.7708333,2.3888888,2.7142856,3.6666667,48
68,0.07722449,2.75,2.1111112,2.4117646,4.076923,48
69,0.0779519,3.0833333,2.5,2.8,4.0666666,48
70,0.0791252,3.3333333,2.5625,4,3.4705882,48
71,0.0800492,3.0208333,3.125,3.3333333,2.6470587,48
72,0.0809122,3,3.4,2.9411764,2.6875,48
73,0.0819456,2.7916667,3.1333334,2.7222223,2.5333333,48
74,0.083114706,2.75,2.5714285,3.1875,2.5,48
75,0.0838696,2.9583333,2.8181818,3.2173913,2.642857,48
76,0.0850444,2.8333333,3.3076923,2.3,3.1333334,48
77,0.086473696,2.7083333,3,2.2777777,2.9375,48
78,0.0875039,2.7083333,2.9333334,2.7,2.4615386,48
79,0.088352896,2.4375,2.8125,2.2777777,2.2142856,48
80,0.089114495,2.3958333,2.8,2.2222223,2.2,48
81,0.089832,2.125,1.8,2.0555556,2.5333333,48
82,0.0905672,2.2708333,2.357143,2.1,2.4285715,48
83,0.0914313,2.375,2.1875,2.3888888,2.5714285,48
84,0.0921604,2.6458333,2.6842105,2.4285715,2.8,48
85,0.0931598,2.5,2.4375,2.631579,2.3846154,48
86,0.0939474,2.6666667,2.5625,2.5,3.0833333,48
87,0.0950155,2.9791667,2.6875,2.75,3.75,48
88,0.0957774,2.8958333,2.625,2.4736843,3.8461537,48
89,0.09664729,2.6458333,2.25,2.2631578,3.6923077,48
90,0.097542495,2.5208333,2.0625,2.5263157,3.0769231,48
91,0.0984341,2.375,2.0588236,1.9411764,3.2857144,48
92,0.0995919,2.6458333,2.5,2.7692308,2.7058823,48
93,0.1004638,2.7916667,2.7368422,3.5714285,2.1333334,48
94,0.1014946,2.875,2.8235295,3,2.75,48
95,0.1025365,2.7291667,2.6666667,2.5294118,3.0769231,48
96,0.103438094,2.8541667,2.7058823,2.9473684,2.9166667,48
97,0.1043356,2.9166667,2.9444444,2.6875,3.142857,48
98,0.1050819,3.0416667,3.142857,2.6111112,3.4375,48
99,0.1059173,3.1666667,3.3333333,2.8823528,3.3125,48
100,0.106995,2.9583333,3,3,2.857143,48
101,0.107764,2.7916667,2.7333333,2.6842105,3,48
102,0.1086819,2.8958333,3,2.764706,2.9285715,48
103,0.1096532,2.9166667,2.7777777,2.8666666,3.1333334,48
104,0.110501505,3.0833333,2.8823528,3.0588236,3.357143,48
105,0.11133271,3.125,2.5625,3.3,3.5833333,48
106,0.1123606,2.9583333,2.8421052,2.0625,4.230769,48
107,0.11322849,2.9791667,2.4444444,2.764706,4,48
108,0.1146712,2.7916667,2.2222223,3.0625,3.2142856,48
109,0.115577,3.2708333,2.5,3.5555556,4,48
110,0.116935104,3.3541667,2.6666667,3.375,4.214286,48
111,0.118035905,3.1666667,2.764706,2.8823528,4,48
112,0.1190195,3,2.5882354,2.7333333,3.6875,48
113,0.11997151,2.875,2.4705882,2.5555556,3.8461537,48
114,0.1212643,2.7916667,2.235294,2.368421,4.25,48
115,0.1219501,2.5208333,2.2222223,2.0555556,3.6666667,48
116,0.1226603,2.2916667,2.235294,2.235294,2.4285715,48
117,0.1235235,2.375,2.1176472,2.65,2.2727273,48
118,0.124298096,2.2291667,1.7647059,2.2631578,2.8333333,48
119,0.1249696,2.5208333,2.4615386,2.1363637,3.2307692,48
120,0.12561311,2.5,2.6666667,1.65,3.6153846,48
121,0.1262366,2.6458333,2.5625,1.9473684,3.7692308,48
122,0.1270531,2.75,2.5333333,2.1111112,3.7333333,48
123,0.12820609,2.7916667,2.9166667,2.5789473,2.9411764,48
124,0.1290151,2.8541667,3.5454545,2.6,2.7058823,48
125,0.1297924,2.9583333,3.8461537,2.4375,2.7894738,48
126,0.1306646,2.9166667,3.6666667,2.8,2.5,48
127,0.1315178,3.0416667,3.5,2.764706,2.8666666,48
128,0.1322929,3.1875,3.4375,2.8823528,3.2666667,48
129,0.1333201,3,2.9411764,2.8333333,3.3076923,48
130,0.13420631,2.8333333,2.5555556,2.8888888,3.1666667,48
131,0.13552089,2.6875,2.6470587,2.368421,3.25,48
132,0.1369899,2.7916667,2.6,2.4666667,3.4615386,48
133,0.13840711,2.9166667,2.764706,2.7222223,3.3846154,48
134,0.1392196,3,2.7777777,3.0555556,3.25,48
135,0.1400588,2.8958333,2.8,2.8235295,3.0625,48
136,0.1407619,2.6666667,2.8333333,2.9375,2.142857,48
137,0.1414652,2.8125,2.5555556,2.6842105,3.4545455,48
138,0.1430941,2.3541667,2,2.2941177,3.090909,48
139,0.14376141,2.5,1.8421053,2.5789473,3.6,48
140,0.144754,2.8125,2.3333333,2.55,4.2,48
141,0.1455792,3.0208333,2.5789473,2.4444444,4.7272725,48
142,0.1464007,3.1041667,2.5789473,2.5555556,4.909091,48
143,0.1471899,3.3125,2.6190476,2.9333334,5,48
144,0.14793459,3.25,2.368421,3.1764705,4.75,48
145,0.14879379,3.1041667,2.1578948,3.0666666,4.428571,48
146,0.1502334,3.0208333,2.6111112,2.875,3.7142856,48
147,0.1509591,3.1875,2.9285715,2.9545455,3.9166667,48
148,0.15212591,2.8958333,2.857143,2.409091,3.8333333,48
149,0.15311939,3,3.2142856,2.4761906,3.6153846,48
150,0.1542465,2.5833333,2.75,2.4347825,2.6923077,48
151,0.1551377,2.4166667,3.6153846,1.35,2.8,48
152,0.15587911,2.0625,2.7692308,1.3333334,2.5,48
153,0.157301,2.2708333,2.5294118,1.5625,2.7333333,48
154,0.15806979,2.1458333,2.2941177,1.882353,2.2857144,48
155,0.1589936,2.375,2.6470587,2,2.5384614,48
156,0.1597864,2.5625,2.375,2.5263157,2.8461537,48
157,0.1604543,2.4375,2.6,2.05,2.8461537,48
158,0.1611259,2.4375,2.2,2.35,2.8461537,48
159,0.1617356,2.4791667,2.4375,2.3157895,2.7692308,48
160,0.16249219,2.6666667,2.8666666,2.3809524,2.9166667,48
161,0.16420631,3.0416667,3.2105262,2.5882354,3.4166667,48
162,0.1649476,3.1041667,2.65,3.125,3.8333333,48
163,0.1659527,3.0625,2.3157895,2.9333334,4.214286,48
164,0.1674203,3.1458333,2.368421,3.4666667,3.857143,48
165,0.1683365,3.1666667,2.2105262,3.357143,4.2,48
166,0.1694972,3.1666667,2.2631578,3.4666667,4.071429,48
167,0.1705553,2.9166667,2.5,2.25,4.5,48
168,0.1719232,2.6875,1.8421053,2.235294,4.6666665,48
169,0.1729804,2.5833333,1.8947369,1.7777778,5.090909,48
170,0.17366071,2.4791667,1.6666666,1.6315789,5.2727275,48
171,0.1743224,2.4791667,1.3333334,1.9444444,5,48
172,0.1749949,2.75,2.2222223,2,4.4615383,48
173,0.1757544,3,2.8888888,2.4736843,4.090909,48
174,0.1764536,2.9166667,2.2777777,3,3.6,48
175,0.17786449,2.6666667,2.4,2.8421052,2.7142856,48
176,0.17860791,2.7916667,2.9375,2.8421052,2.5384614,48
177,0.1794879,2.4375,2.7058823,2.3333333,2.2307692,48
178,0.1804672,2.6875,3.2666667,2.4736843,2.357143,48
179,0.1812571,2.875,3.5333333,2.3,3,48
180,0.1820528,2.875,3.3333333,2.7222223,2.6,48
181,0.1831272,2.5833333,2.5625,2.4444444,2.7857144,48
182,0.1839404,2.5625,2.25,2.8888888,2.5,48
183,0.1855551,2.625,2.0714285,3.05,2.5714285,48
184,0.18635261,2.4791667,2.7142856,2.4,2.357143,48
185,0.1870687,2.3541667,2.3125,2.1111112,2.7142856,48
186,0.1877989,2.6041667,2.5,2.625,2.6875,48
187,0.1884388,2.7083333,2.8125,2.8235295,2.4666667,48
188,0.1892195,2.6041667,2.8235295,2.8666666,2.125,48
189,0.1898611,2.7708333,2.6875,3,2.5714285,48
190,0.19063191,2.375,2.2857144,2.1,2.857143,48
191,0.1920089,2.3125,2.3333333,2.05,2.6923077,48
192,0.1926972,2.5,2.5555556,1.7777778,3.5,48
193,0.1937055,2.9375,2.631579,2.2941177,4.3333335,48
194,0.1945299,2.875,2.5,2.4,4.1666665,48
195,0.19518991,2.9166667,3,2.0588236,3.9230769,48
196,0.1959229,2.6041667,2.1052632,2.6875,3.2307692,48
197,0.19683181,2.5833333,2.1052632,2.4666667,3.357143,48
198,0.19770621,2.8125,2.0666666,2.85,3.6153846,48
199,0.198962,2.8125,2.1333334,2.5789473,3.857143,48
200,0.199934,2.8333333,2.5625,2.368421,3.8461537,48
201,0.2008418,2.6875,2.3529413,2,3.9285715,48
202,0.2017484,2.5416667,2,2.4117646,3.2666667,48
203,0.20276462,2.375,1.8666667,2.7222223,2.4666667,48
204,0.20364529,2.2291667,2.4666667,2.2105262,2,48
205,0.2046389,2.25,2.7857144,2.25,1.7142857,48
206,0.2060449,2.3541667,2.8,2.1,2.2307692,48
207,0.2068136,2.3541667,2.5333333,2.1578948,2.4285715,48
208,0.207614,2.4375,2.8235295,2.1764705,2.2857144,48
209,0.2082536,2.6666667,3.4705882,1.8666667,2.5625,48
210,0.2088779,2.75,3.1111112,2.5714285,2.5,48
211,0.2096065,2.5,2.875,2.625,2,48
212,0.21023619,2.4791667,3.0588236,2.4117646,1.8571428,48
213,0.2109385,2.1666667,2,2.4736843,1.9285715,48
214,0.2117152,2.2708333,2.3125,2,2.6153846,48
215,0.2132111,2.25,2.2941177,1.6842105,3.0833333,48
216,0.2139911,2.8333333,2.4117646,2.6842105,3.6666667,48
217,0.21491821,2.9583333,2.4,2.8095238,3.9166667,48
218,0.2160223,3.0208333,2.7058823,2.7222223,3.8461537,48
219,0.21702969,3.3958333,2.9444444,3.1764705,4.3076925,48
220,0.2180224,3.375,2.95,2.6,4.923077,48
221,0.2196535,3.3125,2.7,2.5714285,4.928571,48
222,0.2203332,3.2291667,2.9411764,2.5,4.3333335,48
223,0.2211343,3.375,2.875,4,3.2,48
224,0.22186449,3.4583333,3.4375,3.9375,3,48
225,0.22257859,3,3.2857144,3.15,2.5,48
226,0.22337991,2.9583333,3.4375,2.5882354,2.8666666,48
227,0.22403261,3,3.235294,3,2.7333333,48
228,0.2246961,3.1875,3.4,3.2105262,2.9285715,48
229,0.2254529,3.0833333,3.1764705,3.2941177,2.7142856,48
230,0.2261775,3.0833333,3.1875,3.1666667,2.857143,48
231,0.2269407,2.9583333,3.2142856,2.8,2.9285715,48
232,0.227846,2.8125,3.4615386,2.15,3.1333334,48
233,0.2286343,2.7291667,2.7857144,2.3157895,3.2,48
234,0.2294133,2.875,2.4375,2.9444444,3.2857144,48
235,0.23031071,2.8541667,2.4705882,2.6666667,3.6153846,48
236,0.2311027,3.1458333,2.4,3.6111112,3.3333333,48
237,0.2319916,3.1666667,2.3529413,3.8823528,3.2857144,48
238,0.23303379,3.125,2.75,3.2777777,3.357143,48
239,0.2341553,2.9166667,2.75,2.6470587,3.4,48
240,0.2351515,3.0208333,2.7142856,3.05,3.2857144,48
241,0.2361645,3.0416667,3.1052632,2.7857144,3.2,48
242,0.2369,3.0416667,2.5882354,3.6666667,2.9375,48
243,0.2375688,2.7916667,2.7777777,2.4117646,3.3076923,48
244,0.2383146,2.5416667,2.45,2.1875,3.1666667,48
245,0.2390352,2.5833333,2.3529413,2.1,3.8181818,48
246,0.23983249,2.7916667,2.5,2.3888888,3.8333333,48
247,0.24060339,2.8541667,2.5882354,2.1666667,4.1538463,48
248,0.24135982,2.7916667,2.8888888,2.0526316,3.909091,48
249,0.2421187,2.6666667,2.4761906,2.3529413,3.6,48
250,0.2428403,2.5833333,2.4210527,2.1578948,3.7,48
251,0.24363929,2.4583333,2.4761906,2.1666667,3,48
252,0.24440311,2.3333333,2.4705882,1.95,2.8181818,48
253,0.2452,2.4375,2.7222223,2.5,2,48
254,0.2459793,2.7083333,3.0625,2.8947368,2,48
255,0.24676311,2.8541667,3.3125,2.65,2.5833333,48
256,0.2475572,2.625,2.9285715,2.3913043,2.7272727,48
257,0.2485192,2.5416667,3.0588236,1.8095238,3.2,48
258,0.2497412,2.9375,3.2222223,1.875,3.7857144,48
259,0.25089422,2.9375,2.6470587,3,3.2,48
260,0.2518004,2.75,2.6470587,2.5625,3.0666666,48
261,0.2528131,2.7708333,2.1764705,2.6666667,3.6923077,48
262,0.2536361,2.5833333,1.7777778,2.4705882,3.8461537,48
263,0.2543392,2.6041667,2.25,2.5555556,3.0714285,48
264,0.2549588,2.5208333,2.25,2.3125,3,48
265,0.2556957,2.5416667,2.0588236,2.625,3,48
266,0.2564687,2.4791667,2.2222223,2.2666667,3,48
267,0.2571032,2.7291667,2.6470587,2.6,2.9375,48
268,0.2578975,2.75,3.0625,2.7058823,2.4666667,48
269,0.2585854,2.7916667,2.8666666,3.1904762,2,48
270,0.2596456,2.7708333,3.6111112,2.3,2.2,48
271,0.26046178,2.5833333,3.05,2,2.6363637,48
272,0.2612031,2.7708333,2.5555556,2.8,3.1,48
273,0.26204,2.625,2.7,2.4117646,2.8181818,48
274,0.2629587,2.625,2.3181818,2.5714285,3.25,48
275,0.26377422,2.8541667,1.6190476,4.214286,3.3846154,48
276,0.26450622,3.125,2.2222223,3.5,3.857143,48
277,0.2655384,2.9583333,2.2631578,3,4,48
278,0.2666994,2.8125,2.0555556,2.3888888,4.5833335,48
279,0.2678782,2.875,2.235294,2.2222223,4.6153846,48
280,0.2690355,2.9166667,2.35,2.2142856,4.428571,48
281,0.2698287,2.8541667,1.5555556,2.375,5.071429,48
282,0.2705271,2.9166667,1.7857143,2.047619,5.5384617,48
283,0.2713872,3.4375,2.5789473,2.8823528,5.5833335,48
284,0.2720354,3.5625,3.1176472,2.6111112,5.4615383,48
285,0.2727449,3.4583333,3.3888888,2.6666667,4.75,48
286,0.27342042,3.5625,3.6666667,2.8125,4.285714,48
287,0.2740416,3.1666667,3.5263157,2.4,3.5,48
288,0.2748117,2.8541667,2.8888888,3.0714285,2.625,48
289,0.2754722,2.7916667,2.4375,3.125,2.8125,48
290,0.27621958,2.8958333,2.7777777,3,2.9375,48
291,0.2768041,3.125,3.0769231,3.6842105,2.5,48
292,0.2775576,3.0416667,3.857143,2.4117646,3,48
293,0.2782174,2.8333333,3.5333333,2.375,2.6470587,48
294,0.2788453,2.8125,3,2.368421,3.2,48
295,0.27964517,2.9166667,3,2.6875,3.0666666,48
296,0.28055102,3,2.5,3.2857144,3.3125,48
297,0.28137812,3.0625,2.9444444,3.3125,2.9285715,48
298,0.2824483,2.8958333,2.5263157,3.2857144,3,48
299,0.28349102,2.7291667,2.8235295,2.5,2.9230769,48
300,0.2845272,2.7291667,2.7222223,2.7222223,2.75,48
301,0.2855198,3.0416667,3.2777777,2.5294118,3.3846154,48
302,0.28630942,2.75,2.7222223,2.3125,3.2857144,48
303,0.28699788,2.7291667,2.1111112,3.125,3.0714285,48
304,0.2877128,2.8958333,2.1052632,3.0625,3.8461537,48
305,0.2883335,3.0833333,2.2105262,3.3333333,4.181818,48
306,0.2889931,2.8958333,1.9473684,2.8235295,4.5,48
307,0.28966027,2.8541667,2.0952382,2.8,4.25,48
308,0.2903063,2.7291667,2.142857,2.2,4.4166665,48
309,0.2912031,2.9791667,2.4761906,2.6666667,4.25,48
310,0.2920212,3.0208333,2.6190476,2.7142856,4,48
311,0.2927567,3.1458333,2.4347825,4.214286,3.2727273,48
312,0.29343972,2.8958333,2.3809524,3.4375,3.090909,48
313,0.29419148,3.0208333,3,2.6666667,3.3846154,48
314,0.2949318,2.9791667,2.55,2.8333333,3.625,48
315,0.2957035,2.8958333,2.55,2.857143,3.4285715,48
316,0.2964596,2.7916667,2.090909,3.5,3.2857144,48
317,0.2971986,2.7083333,2,3.7142856,2.7692308,48
318,0.2980002,2.875,1.8695652,4.0833335,3.5384614,48
319,0.2990111,2.8333333,2.090909,3.5384614,3.3846154,48
320,0.2999971,2.8541667,2.0952382,3.5882354,3.2,48
321,0.30081242,2.7291667,2.2105262,2.9411764,3.25,48
322,0.3017172,2.6666667,2.2777777,2.5294118,3.3846154,48
323,0.3026267,2.7708333,3,2.4,3.0769231,48
324,0.3033376,2.8333333,2.9375,2.2,3.75,48
325,0.30399022,3.0208333,3.1666667,2.2666667,3.6,48
326,0.3046353,3.1458333,2.8235295,3,3.625,48
327,0.3052958,2.875,2.75,2.75,3.125,48
328,0.30593032,2.9166667,2.375,3.0555556,3.357143,48
329,0.30667388,3.1458333,2.1176472,3.8,3.625,48
330,0.30741662,3.0208333,2.6666667,3.047619,3.4166667,48
331,0.3082057,2.9583333,3,2.7,3.3333333,48
332,0.3088425,2.7916667,2.7368422,2.5294118,3.25,48
333,0.3095147,3.0416667,2.8888888,2.764706,3.6153846,48
334,0.31021628,2.9166667,2.5555556,2.368421,4.4545455,48
335,0.3108539,3.0833333,2.4210527,2.764706,4.5833335,48
336,0.3114762,3.1666667,2.368421,3.1176472,4.5,48
337,0.3123052,3.1458333,2.3333333,3.4705882,3.8461537,48
338,0.31300852,2.5416667,2.0588236,2.9411764,2.642857,48
339,0.31380782,2.5833333,2.235294,2.8333333,2.6923077,48
340,0.31458268,2.6666667,2.3,3.0714285,2.7857144,48
341,0.3154175,2.6041667,1.8888888,2.764706,3.3846154,48
342,0.3164815,2.5833333,1.9375,2.631579,3.3076923,48
343,0.3177363,2.8125,2.75,2.4210527,3.4615386,48
344,0.3186342,2.625,2.6666667,2.173913,3.6,48
345,0.3194856,2.6458333,2.875,2.047619,3.4545455,48
346,0.3202743,2.75,2.55,2.5555556,3.5,48
347,0.3210291,2.5833333,2.5882354,2.4,2.909091,48
348,0.3217018,2.1041667,1.85,1.7647059,3.090909,48
349,0.3224515,2.2916667,2.3333333,1.9375,2.7272727,48
350,0.3233756,2.5,2.5217392,2.4,2.6,48
351,0.32423058,2.5625,2.5238094,2.4705882,2.8,48
352,0.3251602,2.5625,2.4761906,2.375,3,48
353,0.3260253,2.625,2.6,2.3529413,3.090909,48
354,0.3268926,2.5625,2.8421052,1.9333333,2.857143,48
355,0.3276748,2.7916667,2.6666667,2.857143,2.875,48
356,0.32844248,2.8541667,2.8666666,2.5,3.3846154,48
357,0.3292068,2.8541667,3.2941177,2.1666667,3.2307692,48
358,0.3301066,2.6875,2.8333333,2.142857,3,48
359,0.33094302,2.6666667,2.8666666,2.4210527,2.7857144,48
360,0.3317039,2.6458333,2.3529413,2.8823528,2.7142856,48
361,0.332674,2.6666667,2.7058823,2.235294,3.142857,48
362,0.3334688,3.0208333,2.8,3.1333334,3.2307692,48
363,0.3344177,2.8125,2.7,2.5333333,3.3076923,48
364,0.33522668,2.7083333,2.2777777,2.5,3.6666667,48
365,0.3360368,2.7291667,2,2.7777777,3.909091,48
366,0.3369378,2.625,1.6666666,2.55,4.5,48
367,0.3375963,3,2.1578948,2.875,4.3846154,48
368,0.33830178,2.9583333,2.4666667,2.75,3.8461537,48
369,0.3390822,2.8541667,2.7058823,2.4705882,3.5,48
370,0.3398298,2.7708333,2.5,2.642857,3.2857144,48
371,0.3404603,2.8541667,2.1764705,2.8125,3.6666667,48
372,0.3410911,2.875,2.2105262,2.625,4.1538463,48
373,0.3419106,3,2.1052632,3.3125,3.9230769,48
374,0.34255138,2.8541667,2.2666667,3.0454545,3.2727273,48
375,0.3432241,2.5208333,2.0588236,2.4117646,3.2142856,48
376,0.3439489,2.7083333,2.2105262,3.142857,2.9333334,48
377,0.34464678,2.9583333,2.5555556,3.4,3,48
378,0.34528178,2.75,2.4666667,2.764706,3,48
379,0.3461079,2.7291667,2.5625,2.5882354,3.0666666,48
380,0.3469768,2.8958333,3.0588236,2.7333333,2.875,48
381,0.3478449,3.1458333,3.3125,3.6,2.5882354,48
382,0.34861413,2.9166667,3.357143,3.2941177,2.1764705,48
383,0.3495035,2.9791667,3.8181818,2.7826087,2.642857,48
384,0.3505354,2.9583333,3.6,2.7368422,2.5714285,48
385,0.3515012,2.5416667,2,2.7142856,2.9166667,48
386,0.3524634,2.375,2.5625,1.6666666,3.0714285,48
387,0.3531591,2.6041667,2.75,2.1333334,2.9230769,48
388,0.3538926,2.7083333,2.65,2.5625,3,48
389,0.35471618,2.8541667,2.0588236,3.25,3.3636363,48
390,0.35544142,2.8125,2.8823528,2.1666667,3.6153846,48
391,0.3560975,2.7916667,2.8125,2.1111112,3.642857,48
392,0.356891,3.1666667,3.0714285,3,3.5384614,48
393,0.35784107,2.9791667,3.2,2.368421,3.5714285,48
394,0.3585295,2.7083333,2.9375,1.7777778,3.642857,48
395,0.35925242,2.5833333,2.8823528,1.4375,3.4666667,48
396,0.35988888,2.6875,2.625,2.5,3,48
397,0.36064038,2.7083333,2.5,2.4210527,3.5454545,48
398,0.3614352,2.9166667,2.8235295,2.368421,3.9166667,48
399,0.362316,3.1666667,3,2.5555556,4.3333335,48
400,0.3632631,3.0625,3.1764705,2.6470587,3.4285715,48
401,0.36412862,2.6041667,2.125,2.5294118,3.2,48
402,0.3650057,2.6875,2.25,2.4444444,3.5,48
403,0.3662605,2.6666667,2.7777777,2.2941177,3,48
404,0.3674704,2.8541667,2.6111112,3.4285715,2.625,48
405,0.3684474,2.8958333,2.7368422,3.5,2.5333333,48
406,0.3695153,2.9166667,2.5555556,3.2857144,3,48
407,0.3703106,2.7916667,2.3888888,3.0714285,3,48
408,0.3709578,2.7916667,2.375,2.764706,3.2666667,48
409,0.3716782,2.9791667,2.625,2.7058823,3.6666667,48
410,0.3723707,2.6666667,1.8,2.7368422,3.5,48
411,0.37303078,2.3541667,1.7647059,2.2941177,3.142857,48
412,0.3737935,2.3333333,2.0625,2.3888888,2.5714285,48
413,0.37460762,2.2708333,2.4375,1.7,3,48
414,0.37536782,2.3125,2.3529413,2.4210527,2.0833333,48
415,0.3760754,2.0833333,2.0666666,2.047619,2.1666667,48
416,0.3767951,2.2708333,2.1666667,2.2941177,2.3846154,48
417,0.3775441,2.4375,2.3529413,2.4375,2.5333333,48
418,0.37829652,2.4583333,2.3125,2.7142856,2.3888888,48
419,0.3790811,2.6041667,2.2666667,3.4705882,2,48
420,0.37981158,2.3958333,2.25,2.4705882,2.4666667,48
421,0.3805761,2.7291667,3,2.4705882,2.7142856,48
422,0.38133332,2.7083333,2.5882354,2.8421052,2.6666667,48
423,0.3821637,2.7708333,2.9444444,2.7058823,2.6153846,48
424,0.3830489,2.8125,3.125,2.7,2.5833333,48
425,0.3838914,2.75,2.875,2.2857144,3.4545455,48
426,0.38488612,2.8333333,3.1111112,2,3.6666667,48
427,0.3858808,3,3.1764705,2.25,4.090909,48
428,0.38663077,2.7708333,2.5,2.2380953,4.181818,48
429,0.3872704,2.7083333,2.4736843,1.8947369,4.7,48
430,0.3879058,2.5416667,1.65,2.1176472,4.818182,48
431,0.3886165,2.6458333,1.75,2.2272727,5,48
432,0.3894188,2.8333333,2.235294,2.1052632,4.8333335,48
433,0.3902608,2.9375,2.8461537,2.1818182,4.3076925,48
434,0.3910238,3.0625,3.1538463,2.3809524,4,48
435,0.3918568,2.7708333,3.2307692,2.2380953,3.142857,48
436,0.3925362,2.875,3.0666666,2.2631578,3.5,48
437,0.3932964,2.7708333,3.235294,2.2941177,2.7857144,48
438,0.3941153,2.8333333,3.1111112,2.3333333,3,48
439,0.3949268,2.6666667,2.764706,3,2.2,48
440,0.39558622,2.2708333,2.2941177,2.4705882,2,48
441,0.39645422,2.1458333,1.7777778,2.5,2.2142856,48
442,0.3972882,2.1458333,2.142857,2.2777777,2,48
443,0.3981968,2.1041667,2.2,2,2.125,48
444,0.3991662,2.1666667,2.375,1.6666666,2.4117646,48
445,0.4001314,2.4583333,3.0666666,1.8888888,2.5333333,48
446,0.4010461,2.4583333,3,1.7333333,2.5625,48
447,0.4019552,2.5625,2.9333334,2.0526316,2.857143,48
