1,0.065844,0.9,4.0666666,4.3428574,3.548387,4.3333335,0.5,0,5,5,5,0.732,90
2,0.0694102,0.9,3.7444444,4.233333,3.7272727,3.2222223,0.5,0.0005,5,5,5,0.67399997,90
3,0.071640305,0.9,3.8444445,3.8823528,3.5625,4.1666665,0.5,0.001,5,5,5,0.692,90
4,0.0631986,0.9,3.1111112,3.28125,2.4642856,3.5333333,0.5,0.0015,5,5,5,0.56,90
5,0.0616643,0.9,3.3444445,2.9,2.8235295,4.5384617,0.5,0.002,5,5,5,0.602,90
6,0.066175,0.9,2.9,2.4705882,3.2258065,3.08,0.5,0.0025000002,5,5,5,0.522,90
7,0.0689033,0.9,3.4666667,3.4666667,3.1515152,3.851852,0.5,0.003,5,5,5,0.62399995,90
8,0.0662633,0.9,3.3111112,3.125,3,3.8888888,0.5,0.0035,5,5,5,0.596,90
9,0.0634866,0.9,2.8444445,2.9,2.413793,3.1935484,0.5,0.004,5,5,5,0.512,90
10,0.063114,0.9,3.8111112,3.6666667,3.8275862,3.935484,0.5,0.0045000003,5,5,5,0.686,90
11,0.0628912,0.9,3,2.6285715,3.0434783,3.375,0.5,0.0050000004,5,5,5,0.54,90
12,0.0741592,0.9,3.4666667,3.375,3.2333333,3.8214285,0.5,0.0055000004,5,5,5,0.62399995,90
13,0.0716664,0.9,2.9222221,2.5151515,3,3.36,0.5,0.006,5,5,5,0.52599996,90
14,0.0728456,0.9,2.9,3.1111112,2.7419355,2.875,0.5,0.0065,5,5,5,0.522,90
15,0.0653852,0.9,2.7777777,3.4482758,2.4,2.516129,0.5,0.007,5,5,5,0.49999997,90
16,0.0659507,0.9,3.011111,3,3.6333334,2.25,0.5,0.0075000003,5,5,5,0.542,90
17,0.06892809,0.9,2.7444444,2.2,2.75,3.3214285,0.5,0.008,5,5,5,0.49399996,90
18,0.0667457,0.9,2.7666667,2.6551723,3.1944444,2.28,0.5,0.0085,5,5,5,0.498,90
19,0.0635334,0.9,3.1222222,2.5294118,2.857143,3.857143,0.5,0.009000001,5,5,5,0.562,90
20,0.0643615,0.9,3.9666667,3.9166667,3.2916667,4.5666666,0.5,0.009500001,5,5,5,0.714,90
21,0.0641687,0.9,2.8,2.53125,2.7428572,3.2608695,0.5,0.010000001,5,5,5,0.504,90
22,0.0646913,0.9,2.8333333,3.2592592,2.7714286,2.5,0.5,0.010500001,5,5,5,0.51,90
23,0.066897,0.9,2.7555556,2.8333333,2.5517242,2.88,0.5,0.011000001,5,5,5,0.496,90
24,0.0644683,0.9,3.288889,3.1578948,3.3703704,3.4,0.5,0.011500001,5,5,5,0.592,90
25,0.0656737,0.9,2.9666667,3.7,1.8965517,3.2580645,0.5,0.012,5,5,5,0.53400004,90
26,0.0669824,0.9,2.711111,2.5853658,2.625,3.1764705,0.5,0.0125,5,5,5,0.48799998,90
27,0.0707446,0.9,2.6333334,2.2631578,2.9655173,2.826087,0.5,0.013,5,5,5,0.474,90
28,0.0688958,0.9,2.9333334,2.967742,3.137931,2.7,0.5,0.0135,5,5,5,0.528,90
