iteration,time,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,vehicle_count,lane_change_probability,deceleration_probability,max_speed_lane_1,max_speed_lane_2,max_speed_lane_3,flow
278,0.0388373,1.2117647,1.3,1.5,0.9032258,85,0.5,0.4,9,9,9,1.03
279,0.0398997,1.4352942,1.5384616,1.0857143,1.8333334,85,0.5,0.4,9,9,9,1.22
280,0.0383993,1.1647059,1.030303,1.1428572,1.375,85,0.5,0.4,9,9,9,0.99
281,0.0407072,1.4534883,0.9166667,2.04,1.64,86,0.5,0.4,9,9,9,1.25
282,0.039128,1.4418604,1.4137931,1.3928572,1.5172414,86,0.5,0.4,9,9,9,1.24
283,0.0396025,1.4418604,1.7083334,1.0263158,1.8333334,86,0.5,0.4,9,9,9,1.24
284,0.0407735,1.4137931,1.25,1.2068965,1.8461539,87,0.5,0.4,9,9,9,1.23
285,0.0403443,1.2758621,1.34375,1,1.5416666,87,0.5,0.4,9,9,9,1.11
286,0.0399673,1.4022988,1.4166666,1.4,1.3809524,87,0.5,0.4,9,9,9,1.22
287,0.0424886,1.3218391,1.3703704,1.1764706,1.4615384,87,0.5,0.4,9,9,9,1.15
288,0.0461171,1.25,1,1.125,1.6923077,88,0.5,0.4,9,9,9,1.1
289,0.0443496,1.2159091,1.0285715,1.3703704,1.3076923,88,0.5,0.4,9,9,9,1.07
290,0.0441905,1.4318181,1.1212121,1.4615384,1.7586207,88,0.5,0.4,9,9,9,1.26
291,0.0424993,1.3146068,1.4545455,1.1290323,1.36,89,0.5,0.4,9,9,9,1.1700001
292,0.0423154,1.3595506,1.3214285,1.1470588,1.6666666,89,0.5,0.4,9,9,9,1.21
293,0.0426236,1.2022471,1.0526316,1.1923077,1.44,89,0.5,0.4,9,9,9,1.0699999
294,0.0429598,1.2444445,1.3666667,1.0666667,1.3,90,0.5,0.4,9,9,9,1.12
295,0.0428885,1.4111111,0.8857143,1.7575758,1.7272727,90,0.5,0.4,9,9,9,1.27
296,0.0433507,1.1333333,1.1935484,0.9117647,1.36,90,0.5,0.4,9,9,9,1.02
297,0.0430065,1.3444444,0.8611111,1.2903225,2.173913,90,0.5,0.4,9,9,9,1.2099999
298,0.0432937,1.1868132,1.3333334,1.0526316,1.2307693,91,0.5,0.4,9,9,9,1.08
299,0.0440233,1.1978022,1.09375,1.09375,1.4444444,91,0.5,0.4,9,9,9,1.09
300,0.0423677,1.2307693,1.1714286,1.2666667,1.2692307,91,0.5,0.4,9,9,9,1.1200001
301,0.0443109,1.0978261,1.0571429,0.9310345,1.3214285,92,0.5,0.4,9,9,9,1.0100001
302,0.0449631,1.326087,0.92105263,1.3548387,1.9565217,92,0.5,0.4,9,9,9,1.22
303,0.0456024,1.0978261,0.7567568,1.137931,1.5384616,92,0.5,0.4,9,9,9,1.0100001
304,0.0449693,1.2934783,0.8611111,1.3793104,1.7777778,92,0.5,0.4,9,9,9,1.19
305,0.0453787,1.3870968,1.2820513,1.2903225,1.6956521,93,0.5,0.4,9,9,9,1.29
306,0.0458172,1.2688172,1.1621622,1.3939394,1.2608696,93,0.5,0.4,9,9,9,1.18
307,0.044558,1.2258065,1.2,1.03125,1.5,93,0.5,0.4,9,9,9,1.14
308,0.0455242,1.0531915,0.9354839,1.21875,1,94,0.5,0.4,9,9,9,0.99000007
309,0.0460071,1.106383,1.032258,1.030303,1.2666667,94,0.5,0.4,9,9,9,1.04
310,0.0464648,1.0851064,1.1764706,1,1.0666667,94,0.5,0.4,9,9,9,1.02
311,0.0459285,1.1894736,1,1.4242424,1.173913,95,0.5,0.4,9,9,9,1.1299999
312,0.0458628,1.0421053,1.027027,0.75,1.4230769,95,0.5,0.4,9,9,9,0.99
313,0.0472455,1.1368421,1.0967742,1.1351352,1.1851852,95,0.5,0.4,9,9,9,1.08
314,0.047721,1.0947368,0.7837838,1.2068965,1.3793104,95,0.5,0.4,9,9,9,1.04
315,0.0488303,1.4166666,1.2352941,1.1875,1.8666667,96,0.5,0.4,9,9,9,1.3599999
316,0.0483063,1.28125,1.1111112,1.2903225,1.4827586,96,0.5,0.4,9,9,9,1.23
317,0.0473155,1.25,1.2424242,1.03125,1.483871,96,0.5,0.4,9,9,9,1.1999999
318,0.0499014,1.0927835,1.15625,0.92105263,1.2592592,97,0.5,0.4,9,9,9,1.06
319,0.0483798,1.4020618,1.5,1.1052631,1.7037038,97,0.5,0.4,9,9,9,1.36
320,0.0476374,1.1958762,1.0588236,1.2571429,1.2857143,97,0.5,0.4,9,9,9,1.16
321,0.0497819,1.1836735,1.1351352,0.9705882,1.5185186,98,0.5,0.4,9,9,9,1.1600001
322,0.0518732,0.97959185,0.8484849,0.8717949,1.3076923,98,0.5,0.4,9,9,9,0.96000004
323,0.0486843,1.3775511,1.0833334,1.3714286,1.7777778,98,0.5,0.4,9,9,9,1.3500001
324,0.0493393,1.1122448,1.051282,0.8064516,1.5357143,98,0.5,0.4,9,9,9,1.0899999
325,0.0520637,0.959596,0.87096775,0.8372093,1.28,99,0.5,0.4,9,9,9,0.95000005
326,0.0519793,0.7979798,0.6666667,0.6756757,1.1538461,99,0.5,0.4,9,9,9,0.78999996
327,0.0512418,1.080808,0.8717949,1.0833334,1.4166666,99,0.5,0.4,9,9,9,1.0699999
328,0.0512311,1.22,1.1470588,1.0263158,1.5714285,100,0.5,0.4,9,9,9,1.22
329,0.0511091,1.11,1,1.1764706,1.15625,100,0.5,0.4,9,9,9,1.11
330,0.0501692,1.19,1.2222222,1.0882353,1.2666667,100,0.5,0.4,9,9,9,1.19
331,0.0534194,0.990099,1.0645162,0.81578946,1.125,101,0.5,0.4,9,9,9,1
332,0.0520287,1.1386138,1.054054,1.3636364,1,101,0.5,0.4,9,9,9,1.15
333,0.0600831,0.9405941,0.6666667,0.94871795,1.3076923,101,0.5,0.4,9,9,9,0.95
334,0.0609472,1.2475247,1.0967742,1.2972972,1.3333334,101,0.5,0.4,9,9,9,1.26
335,0.0563476,0.9705882,1,0.9736842,0.93333334,102,0.5,0.4,9,9,9,0.98999995
336,0.0587689,1.2352941,0.9512195,1.1315789,1.9130435,102,0.5,0.4,9,9,9,1.26
337,0.0615756,1.127451,0.9230769,1.0857143,1.4642857,102,0.5,0.4,9,9,9,1.15
338,0.0579673,0.9611651,1.0344827,0.8604651,1.032258,103,0.5,0.4,9,9,9,0.99
339,0.0595645,1.0097088,0.875,0.94736844,1.32,103,0.5,0.4,9,9,9,1.04
340,0.0577823,1,1.3142858,0.6486486,1.0645162,103,0.5,0.4,9,9,9,1.03
341,0.0591267,1.0970874,0.9230769,1,1.4482758,103,0.5,0.4,9,9,9,1.13
342,0.060074,0.99038464,0.82051283,0.7058824,1.516129,104,0.5,0.4,9,9,9,1.03
343,0.0599289,1.125,0.85365856,1.0857143,1.5714285,104,0.5,0.4,9,9,9,1.17
344,0.082112096,1.1634616,1.3333334,0.8913044,1.44,104,0.5,0.4,9,9,9,1.21
345,0.060342,1.0380952,0.8095238,0.9459459,1.5384616,105,0.5,0.4,9,9,9,1.0899999
346,0.0593029,0.93333334,0.7777778,0.9714286,1.0588236,105,0.5,0.4,9,9,9,0.97999996
347,0.0609657,1.0285715,0.975,0.8974359,1.3076923,105,0.5,0.4,9,9,9,1.08
348,0.0618267,0.8679245,0.6136364,1.2121212,0.86206895,106,0.5,0.4,9,9,9,0.91999996
349,0.0632203,1.1037736,0.875,1.075,1.5,106,0.5,0.4,9,9,9,1.17
350,0.0589976,0.9245283,0.902439,0.7777778,1.137931,106,0.5,0.4,9,9,9,0.97999996
351,0.058216,1.0283018,1.1212121,0.73333335,1.3928572,106,0.5,0.4,9,9,9,1.0899999
352,0.057871,1.0654205,1.2058823,0.8372093,1.2333333,107,0.5,0.4,9,9,9,1.14
353,0.0590273,0.94392526,0.675,1.1538461,1.0357143,107,0.5,0.4,9,9,9,1.0100001
354,0.0562609,0.9626168,0.57894737,1.2368422,1.0967742,107,0.5,0.4,9,9,9,1.03
355,0.0581477,1.1018518,0.85,1.2439024,1.2592592,108,0.5,0.4,9,9,9,1.19
356,0.067379,1.0648148,0.6097561,1.382353,1.3030303,108,0.5,0.4,9,9,9,1.1500001
357,0.0752346,0.9444444,0.8484849,0.8,1.2666667,108,0.5,0.4,9,9,9,1.02
358,0.068047,0.94495416,1.0789474,0.8333333,0.9142857,109,0.5,0.4,9,9,9,1.0300001
359,0.0634144,0.98165137,0.82857144,0.95454544,1.2,109,0.5,0.4,9,9,9,1.07
360,0.0654086,0.9908257,1.0256411,0.9189189,1.030303,109,0.5,0.4,9,9,9,1.08
361,0.0608242,0.95412844,1.0243902,0.8292683,1.037037,109,0.5,0.4,9,9,9,1.0400001
362,0.0621897,0.8181818,1.0263158,0.627907,0.82758623,110,0.5,0.4,9,9,9,0.90000004
363,0.0607558,1.0454545,0.8292683,1.3235294,1.0285715,110,0.5,0.4,9,9,9,1.15
364,0.0616041,0.93636364,0.85,0.85365856,1.1724138,110,0.5,0.4,9,9,9,1.03
365,0.0631191,0.8468468,0.81395346,0.725,1.0714285,111,0.5,0.4,9,9,9,0.94
366,0.0627417,1,0.8918919,1.0263158,1.0833334,111,0.5,0.4,9,9,9,1.11
367,0.0652832,1.1441442,0.7297297,1.4102564,1.2857143,111,0.5,0.4,9,9,9,1.2700001
368,0.06918249,0.8108108,0.9722222,0.6666667,0.8181818,111,0.5,0.4,9,9,9,0.9
369,0.0664594,1,1.05,0.75,1.25,112,0.5,0.4,9,9,9,1.12
370,0.0642097,0.89285713,0.7692308,0.84782606,1.1481482,112,0.5,0.4,9,9,9,1
371,0.0634679,1.1339285,1.2432432,0.79545456,1.483871,112,0.5,0.4,9,9,9,1.27
372,0.0662072,0.9557522,0.8333333,0.76744187,1.4285715,113,0.5,0.4,9,9,9,1.0799999
373,0.0632054,0.91150445,0.9444444,0.73333335,1.125,113,0.5,0.4,9,9,9,1.03
374,0.0661772,0.88495576,0.82051283,0.8292683,1.030303,113,0.5,0.4,9,9,9,1
375,0.0635232,0.95614034,0.9302326,0.9756098,0.96666664,114,0.5,0.4,9,9,9,1.0899999
376,0.0661343,0.99122804,0.675,1.1904762,1.125,114,0.5,0.4,9,9,9,1.13
377,0.0636909,1.0263158,1.1794872,0.8604651,1.0625,114,0.5,0.4,9,9,9,1.17
378,0.0651971,0.7982456,0.74418604,0.7631579,0.90909094,114,0.5,0.4,9,9,9,0.90999997
379,0.0655308,0.95652175,0.725,1.0487804,1.117647,115,0.5,0.4,9,9,9,1.1
380,0.0667752,0.99130434,1.1025641,0.8372093,1.060606,115,0.5,0.4,9,9,9,1.14
381,0.0681548,1.0173913,0.73333335,1.125,1.3,115,0.5,0.4,9,9,9,1.17
382,0.0673964,1.0172414,0.8648649,0.81395346,1.4166666,116,0.5,0.4,9,9,9,1.18
383,0.0669664,0.7241379,0.74358976,0.73170733,0.6944444,116,0.5,0.4,9,9,9,0.8399999
384,0.0678892,0.7758621,0.54545456,0.5952381,1.3666667,116,0.5,0.4,9,9,9,0.90000004
385,0.0691266,1.0085471,1,0.9347826,1.1212121,117,0.5,0.4,9,9,9,1.1800001
386,0.0686042,0.7777778,0.55,0.9318182,0.8484849,117,0.5,0.4,9,9,9,0.90999997
387,0.069405,0.8803419,0.73333335,0.8,1.1875,117,0.5,0.4,9,9,9,1.03
388,0.069830894,0.85470086,0.85365856,0.7209302,1.030303,117,0.5,0.4,9,9,9,1
389,0.0699118,0.90677965,0.6086956,0.9512195,1.2903225,118,0.5,0.4,9,9,9,1.0699999
390,0.070162304,0.80508476,0.61904764,0.76086956,1.1333333,118,0.5,0.4,9,9,9,0.95
391,0.07182,0.9237288,0.8780488,0.8888889,1.03125,118,0.5,0.4,9,9,9,1.0899999
392,0.070919104,0.92436975,0.875,0.84090906,1.0857143,119,0.5,0.4,9,9,9,1.1
393,0.0718931,0.9579832,0.7948718,1.0888889,0.9714286,119,0.5,0.4,9,9,9,1.1400001
394,0.0712532,0.8487395,0.8333333,0.6086956,1.2258065,119,0.5,0.4,9,9,9,1.0100001
395,0.075490706,0.95,0.80487806,0.78723407,1.375,120,0.5,0.4,9,9,9,1.14
396,0.07269929,1.0583333,0.8863636,1.0465117,1.3030303,120,0.5,0.4,9,9,9,1.27
397,0.0721714,0.875,0.88235295,0.80851066,0.94871795,120,0.5,0.4,9,9,9,1.0500001
398,0.0794475,0.925,0.7173913,1.05,1.0588236,120,0.5,0.4,9,9,9,1.11
399,0.0858645,0.8016529,0.7619048,0.78571427,0.8648649,121,0.5,0.4,9,9,9,0.97
400,0.0792373,0.7768595,0.625,0.75,1,121,0.5,0.4,9,9,9,0.94000006
401,0.07243449,0.80991733,0.66,0.7105263,1.1515151,121,0.5,0.4,9,9,9,0.98
402,0.0756416,0.75409836,0.8666667,0.5744681,0.8666667,122,0.5,0.4,9,9,9,0.92
403,0.0720171,0.852459,0.89361703,0.65909094,1.0645162,122,0.5,0.4,9,9,9,1.04
404,0.0739554,0.8442623,0.8,0.6666667,1.1081082,122,0.5,0.4,9,9,9,1.0300001
405,0.0750802,0.78688526,0.7567568,0.6304348,1,122,0.5,0.4,9,9,9,0.96000004
406,0.076209106,0.8211382,0.68421054,0.7592593,1.0967742,123,0.5,0.4,9,9,9,1.01
407,0.0746761,0.91056913,0.7346939,0.74418604,1.4193548,123,0.5,0.4,9,9,9,1.12
408,0.0757826,0.7479675,0.71428573,0.67346936,0.90625,123,0.5,0.4,9,9,9,0.92
409,0.077499695,0.8548387,0.76086956,0.8333333,1,124,0.5,0.4,9,9,9,1.0600001
410,0.0767583,0.83870965,0.88372093,0.8333333,0.7948718,124,0.5,0.4,9,9,9,1.04
411,0.07723071,0.766129,0.9,0.54901963,0.93939394,124,0.5,0.4,9,9,9,0.95
412,0.078363106,0.976,0.7619048,0.8695652,1.3513514,125,0.5,0.4,9,9,9,1.22
413,0.0755416,0.832,0.87234044,0.70454544,0.9411765,125,0.5,0.4,9,9,9,1.04
414,0.0783124,0.848,0.81395346,0.72727275,1.0263158,125,0.5,0.4,9,9,9,1.06
415,0.0785704,0.872,0.6818182,0.6938776,1.40625,125,0.5,0.4,9,9,9,1.0899999
416,0.0785882,0.8730159,0.80851066,0.775,1.051282,126,0.5,0.4,9,9,9,1.1
417,0.0785534,0.85714287,0.8333333,0.75,1.0294118,126,0.5,0.4,9,9,9,1.08
418,0.07875729,0.82539684,0.88372093,0.5833333,1.0857143,126,0.5,0.4,9,9,9,1.04
419,0.0808899,0.9212598,0.90909094,0.95348835,0.9,127,0.5,0.4,9,9,9,1.17
420,0.081453905,0.70866144,0.5,0.65,1.0857143,127,0.5,0.4,9,9,9,0.90000004
421,0.0811014,0.8425197,0.76086956,0.65957445,1.2058823,127,0.5,0.4,9,9,9,1.07
422,0.0841616,0.828125,0.6041667,0.82978725,1.1515151,128,0.5,0.4,9,9,9,1.06
423,0.08065929,0.6484375,0.6666667,0.49056605,0.8787879,128,0.5,0.4,9,9,9,0.83
424,0.0819852,0.8203125,0.9047619,0.8,0.75,128,0.5,0.4,9,9,9,1.05
425,0.08078831,0.703125,0.6792453,0.75,0.6857143,128,0.5,0.4,9,9,9,0.9
426,0.0901404,0.7751938,0.6,0.627451,1.2424242,129,0.5,0.4,9,9,9,1
427,0.0900086,0.6976744,0.67391306,0.5652174,0.8918919,129,0.5,0.4,9,9,9,0.8999999
428,0.084733,0.7131783,0.65217394,0.7234042,0.7777778,129,0.5,0.4,9,9,9,0.91999996
429,0.0844237,0.7153846,0.6956522,0.5185185,1.1,130,0.5,0.4,9,9,9,0.92999995
430,0.083094,0.72307694,0.52,0.75,0.9722222,130,0.5,0.4,9,9,9,0.94
431,0.0842666,0.74615383,0.58,0.68292683,1.0256411,130,0.5,0.4,9,9,9,0.96999997
432,0.08411191,0.8778626,1.1219512,0.6603774,0.9189189,131,0.5,0.4,9,9,9,1.15
433,0.086794704,0.7633588,0.6944444,0.76785713,0.82051283,131,0.5,0.4,9,9,9,0.99999994
434,0.086347,0.7633588,0.6086956,0.7058824,1.0588236,131,0.5,0.4,9,9,9,0.99999994
435,0.084176704,0.7633588,0.54347825,0.84313726,0.9411765,131,0.5,0.4,9,9,9,0.99999994
436,0.0860052,0.6439394,0.62222224,0.42857143,0.94736844,132,0.5,0.4,9,9,9,0.85
437,0.08578929,0.6818182,0.62222224,0.5,1.0285715,132,0.5,0.4,9,9,9,0.90000004
438,0.089460894,0.719697,0.63265306,0.7058824,0.875,132,0.5,0.4,9,9,9,0.95000005
439,0.08786391,0.7518797,0.6226415,0.8333333,0.84210527,133,0.5,0.4,9,9,9,1
440,0.0860152,0.6315789,0.6,0.6666667,0.627907,133,0.5,0.4,9,9,9,0.84
441,0.1106647,0.7969925,0.7090909,0.6956522,1.09375,133,0.5,0.4,9,9,9,1.0600001
442,0.0888934,0.56390977,0.5681818,0.5510204,0.575,133,0.5,0.4,9,9,9,0.75
443,0.09045631,0.6641791,0.51111114,0.5882353,0.94736844,134,0.5,0.4,9,9,9,0.89
444,0.0891493,0.69402987,0.56,0.6511628,0.902439,134,0.5,0.4,9,9,9,0.93000007
445,0.0932184,0.6567164,0.73913044,0.6,0.6315789,134,0.5,0.4,9,9,9,0.88
446,0.0912392,0.7259259,0.59183675,0.54901963,1.1714286,135,0.5,0.4,9,9,9,0.98
447,0.0928226,0.837037,0.72,0.7755102,1.0833334,135,0.5,0.4,9,9,9,1.13
448,0.0907448,0.76296294,1,0.6964286,0.6052632,135,0.5,0.4,9,9,9,1.03
449,0.092022,0.7794118,0.54545456,0.84444445,1.0555556,136,0.5,0.4,9,9,9,1.0600001
450,0.0961988,0.6911765,0.61702126,0.6666667,0.82857144,136,0.5,0.4,9,9,9,0.94
451,0.1001667,0.6838235,0.74418604,0.66,0.6511628,136,0.5,0.4,9,9,9,0.93
452,0.0920618,0.8382353,0.9512195,0.78,0.8,136,0.5,0.4,9,9,9,1.1400001
453,0.093522,0.71532845,0.43396226,1.0476191,0.7380952,137,0.5,0.4,9,9,9,0.97999996
454,0.0947772,0.6423358,0.6304348,0.46,0.8780488,137,0.5,0.4,9,9,9,0.88
455,0.093299106,0.7591241,0.6744186,0.71428573,0.92105263,137,0.5,0.4,9,9,9,1.04
456,0.098490894,0.81884056,0.76744187,0.5873016,1.34375,138,0.5,0.4,9,9,9,1.13
457,0.0919359,0.5869565,0.4117647,0.67346936,0.7105263,138,0.5,0.4,9,9,9,0.80999994
458,0.0929312,0.6086956,0.4716981,0.56,0.8857143,138,0.5,0.4,9,9,9,0.84
459,0.0966353,0.8345324,0.84,0.6909091,1.0588236,139,0.5,0.4,9,9,9,1.16
460,0.0981574,0.64748204,0.5681818,0.6315789,0.7631579,139,0.5,0.4,9,9,9,0.90000004
461,0.093975104,0.64748204,0.53846157,0.5555556,0.969697,139,0.5,0.4,9,9,9,0.90000004
462,0.0957462,0.5971223,0.627907,0.50877196,0.6923077,139,0.5,0.4,9,9,9,0.83
463,0.097109504,0.6857143,0.6136364,0.625,0.85,140,0.5,0.4,9,9,9,0.96000004
464,0.0976872,0.6357143,0.6,0.5106383,0.81395346,140,0.5,0.4,9,9,9,0.89
465,0.0957464,0.62142855,0.63265306,0.6818182,0.5531915,140,0.5,0.4,9,9,9,0.86999995
466,0.100797504,0.6312057,0.59574467,0.5294118,0.7906977,141,0.5,0.4,9,9,9,0.89
467,0.096405,0.78014183,0.7647059,0.75510204,0.8292683,141,0.5,0.4,9,9,9,1.0999999
468,0.0953625,0.73758864,0.63461536,0.8913044,0.6976744,141,0.5,0.4,9,9,9,1.04
469,0.09628809,0.69503546,0.6041667,0.6956522,0.78723407,141,0.5,0.4,9,9,9,0.97999996
470,0.1001426,0.63380283,0.41509435,0.7291667,0.80487806,142,0.5,0.4,9,9,9,0.9
471,0.0981111,0.76760566,0.64912283,0.7755102,0.9444444,142,0.5,0.4,9,9,9,1.09
472,0.103377506,0.7746479,0.5510204,0.71929824,1.1666666,142,0.5,0.4,9,9,9,1.1
473,0.107928,0.5944056,0.63829786,0.4814815,0.6904762,143,0.5,0.4,9,9,9,0.84999996
474,0.1007429,0.6013986,0.41379312,0.78723407,0.65789473,143,0.5,0.4,9,9,9,0.85999995
475,0.10002209,0.6293706,0.59183675,0.53846157,0.78571427,143,0.5,0.4,9,9,9,0.9
476,0.102346495,0.6111111,0.3859649,0.70212764,0.825,144,0.5,0.4,9,9,9,0.88000005
477,0.098789506,0.6458333,0.52,0.82,0.59090906,144,0.5,0.4,9,9,9,0.93
478,0.1009076,0.7013889,0.67346936,0.6226415,0.8333333,144,0.5,0.4,9,9,9,1.01
479,0.1006932,0.6805556,0.56,0.7659575,0.7234042,144,0.5,0.4,9,9,9,0.9800001
480,0.1058736,0.7241379,0.5744681,0.5964912,1.0731708,145,0.5,0.4,9,9,9,1.05
481,0.1026781,0.51724136,0.3653846,0.64,0.55813956,145,0.5,0.4,9,9,9,0.75
482,0.102047294,0.66206896,0.7291667,0.5254237,0.7894737,145,0.5,0.4,9,9,9,0.96000004
483,0.103840895,0.60958904,0.6,0.73770493,0.44444445,146,0.5,0.4,9,9,9,0.89000005
484,0.10624009,0.5753425,0.47058824,0.4,0.95,146,0.5,0.4,9,9,9,0.84000003
485,0.1016593,0.6232877,0.5686275,0.8636364,0.47058824,146,0.5,0.4,9,9,9,0.91
486,0.1074001,0.65986395,0.537037,0.74,0.7209302,147,0.5,0.4,9,9,9,0.97
487,0.10532591,0.63265306,0.5344828,0.6530612,0.75,147,0.5,0.4,9,9,9,0.93
488,0.1034444,0.7346939,0.68421054,0.7916667,0.7380952,147,0.5,0.4,9,9,9,1.08
489,0.1039936,0.585034,0.625,0.5319149,0.59090906,147,0.5,0.4,9,9,9,0.86
490,0.1066014,0.5743243,0.62,0.52,0.5833333,148,0.5,0.4,9,9,9,0.84999996
491,0.1060372,0.6486486,0.44230768,0.7924528,0.7209302,148,0.5,0.4,9,9,9,0.96
492,0.1039081,0.4864865,0.41666666,0.46551725,0.5952381,148,0.5,0.4,9,9,9,0.72
493,0.1162925,0.5771812,0.6956522,0.4262295,0.6666667,149,0.5,0.4,9,9,9,0.86
494,0.112462,0.6912752,0.71428573,0.65957445,0.6956522,149,0.5,0.4,9,9,9,1.03
495,0.1092303,0.6107383,0.5714286,0.6666667,0.5813953,149,0.5,0.4,9,9,9,0.91
496,0.1098378,0.56,0.5102041,0.46551725,0.74418604,150,0.5,0.4,9,9,9,0.84000003
497,0.1090728,0.49333334,0.3846154,0.537037,0.5681818,150,0.5,0.4,9,9,9,0.74
498,0.1092288,0.55333334,0.44827586,0.49019608,0.7804878,150,0.5,0.4,9,9,9,0.83000004
499,0.109188706,0.66,0.7346939,0.6037736,0.6458333,150,0.5,0.4,9,9,9,0.99
500,0.1102664,0.6490066,0.6041667,0.5964912,0.76086956,151,0.5,0.4,9,9,9,0.97999996
501,0.1115546,0.51655626,0.34920636,0.5744681,0.70731705,151,0.5,0.4,9,9,9,0.78
502,0.1108636,0.60264903,0.75,0.55172414,0.53061223,151,0.5,0.4,9,9,9,0.91
503,0.11183391,0.6184211,0.5555556,0.6181818,0.6976744,152,0.5,0.4,9,9,9,0.94
504,0.11296649,0.59210527,0.3846154,0.6440678,0.7804878,152,0.5,0.4,9,9,9,0.9
505,0.122408,0.5197368,0.6304348,0.4262295,0.53333336,152,0.5,0.4,9,9,9,0.78999996
506,0.1112661,0.5197368,0.45762712,0.5,0.63414633,152,0.5,0.4,9,9,9,0.78999996
507,0.1142283,0.5294118,0.5882353,0.44642857,0.5652174,153,0.5,0.4,9,9,9,0.81
508,0.1132462,0.5555556,0.44444445,0.6,0.63265306,153,0.5,0.4,9,9,9,0.85
509,0.1115229,0.59477127,0.37096775,0.7058824,0.8,153,0.5,0.4,9,9,9,0.91
510,0.1145102,0.4935065,0.44230768,0.46774194,0.6,154,0.5,0.4,9,9,9,0.76
511,0.1147618,0.5584416,0.62,0.44067797,0.64444447,154,0.5,0.4,9,9,9,0.86
512,0.1192586,0.6168831,0.625,0.7169811,0.509434,154,0.5,0.4,9,9,9,0.9499999
513,0.1221806,0.57419354,0.47457626,0.4181818,0.9268293,155,0.5,0.4,9,9,9,0.8899999
514,0.1193246,0.60645163,0.5740741,0.6111111,0.63829786,155,0.5,0.4,9,9,9,0.94
515,0.12049969,0.56774193,0.42307693,0.63492066,0.65,155,0.5,0.4,9,9,9,0.87999994
516,0.1159322,0.5548387,0.4262295,0.56,0.72727275,155,0.5,0.4,9,9,9,0.86
517,0.1176514,0.5448718,0.40677965,0.4117647,0.8695652,156,0.5,0.4,9,9,9,0.84999996
518,0.1144696,0.48076922,0.44642857,0.537037,0.45652175,156,0.5,0.4,9,9,9,0.74999994
519,0.119856305,0.4871795,0.3888889,0.26785713,0.8695652,156,0.5,0.4,9,9,9,0.76
520,0.1232286,0.6496815,0.6415094,0.69491524,0.6,157,0.5,0.4,9,9,9,1.02
521,0.12219729,0.51592356,0.40350878,0.5272727,0.64444447,157,0.5,0.4,9,9,9,0.81
522,0.14177379,0.53503186,0.32307693,0.59574467,0.7777778,157,0.5,0.4,9,9,9,0.84000003
523,0.1195643,0.49367088,0.45762712,0.5,0.53333336,158,0.5,0.4,9,9,9,0.78000003
524,0.1233776,0.5253165,0.5272727,0.5,0.5531915,158,0.5,0.4,9,9,9,0.83000004
525,0.1315383,0.4556962,0.47826087,0.34920636,0.5714286,158,0.5,0.4,9,9,9,0.72
526,0.11798649,0.56329113,0.58181816,0.43103448,0.7111111,158,0.5,0.4,9,9,9,0.89
527,0.122609295,0.5597484,0.6363636,0.4915254,0.5714286,159,0.5,0.4,9,9,9,0.89
528,0.1215529,0.5408805,0.44827586,0.48076922,0.71428573,159,0.5,0.4,9,9,9,0.86
529,0.1216196,0.5534591,0.3846154,0.76785713,0.49019608,159,0.5,0.4,9,9,9,0.88
530,0.1313194,0.55,0.33333334,0.7169811,0.62,160,0.5,0.4,9,9,9,0.88000005
531,0.12522049,0.55,0.40350878,0.6,0.6666667,160,0.5,0.4,9,9,9,0.88000005
532,0.120134495,0.5125,0.3962264,0.3939394,0.85365856,160,0.5,0.4,9,9,9,0.82
533,0.125133,0.51552796,0.627451,0.41269842,0.5319149,161,0.5,0.4,9,9,9,0.83000004
534,0.1216586,0.48447204,0.45614034,0.37288135,0.6666667,161,0.5,0.4,9,9,9,0.78
535,0.1267276,0.47204968,0.3548387,0.33870968,0.8918919,161,0.5,0.4,9,9,9,0.76
536,0.12819849,0.49689442,0.6122449,0.3442623,0.5686275,161,0.5,0.4,9,9,9,0.8
537,0.1271814,0.48765433,0.49056605,0.33333334,0.7209302,162,0.5,0.4,9,9,9,0.79
538,0.125737,0.5,0.3442623,0.41379312,0.8372093,162,0.5,0.4,9,9,9,0.81
539,0.1295749,0.5123457,0.5185185,0.4032258,0.65217394,162,0.5,0.4,9,9,9,0.83
540,0.1290324,0.5705522,0.45614034,0.6,0.66071427,163,0.5,0.4,9,9,9,0.93
541,0.128142,0.49079755,0.42372882,0.42857143,0.6458333,163,0.5,0.4,9,9,9,0.8
542,0.1281702,0.5889571,0.59615386,0.43076923,0.8043478,163,0.5,0.4,9,9,9,0.96000004
543,0.1275735,0.6564417,0.55,0.57894737,0.8913044,163,0.5,0.4,9,9,9,1.0699999
544,0.1291621,0.4512195,0.4642857,0.36231884,0.5897436,164,0.5,0.4,9,9,9,0.73999995
545,0.13624969,0.46341464,0.5882353,0.4516129,0.3529412,164,0.5,0.4,9,9,9,0.76
546,0.1278464,0.45731708,0.45614034,0.3548387,0.6,164,0.5,0.4,9,9,9,0.75
547,0.1401615,0.5272727,0.88461536,0.36842105,0.35714287,165,0.5,0.4,9,9,9,0.86999995
548,0.13515991,0.4969697,0.5660377,0.33846155,0.63829786,165,0.5,0.4,9,9,9,0.82
