iteration,time,density,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,lane_change_probability,deceleration_probability,max_speed_lane_1,max_speed_lane_2,max_speed_lane_3,flow,vehicle_count
1,0.00067022,0.01,4.7,4.6166663,0,0,0.4,0.4,5,5,5,0.009400001,3
2,0.00141816,0.060000002,4.5944443,4.6327386,4.5688095,4.54,0.4,0.4,5,5,5,0.055133335,18
3,0.00270363,0.11000001,3.7787876,3.7274747,3.7479656,3.9158585,0.4,0.4,5,5,5,0.08313334,33
4,0.005065939,0.16,2.3520834,2.168154,2.1679869,2.8932168,0.4,0.4,5,5,5,0.075266674,48
5,0.00826604,0.21,1.9126984,1.6712942,1.858647,2.3767571,0.4,0.4,5,5,5,0.08033333,63
6,0.011519791,0.26,1.4641025,1.3545153,1.2795168,1.8853432,0.4,0.4,5,5,5,0.07613333,78
7,0.015261061,0.31,1.1451613,1.0259912,1.0574974,1.4387785,0.4,0.4,5,5,5,0.070999995,93
8,0.020338312,0.36,0.9824074,0.9076052,0.8619976,1.2483624,0.4,0.4,5,5,5,0.07073333,108
9,0.02657178,0.41,0.8203252,0.77308863,0.8040293,0.9191558,0.4,0.4,5,5,5,0.06726666,123
10,0.03183169,0.46,0.6797102,0.59114593,0.68588984,0.8168352,0.4,0.4,5,5,5,0.062533334,138
