iteration,time,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,vehicle_count
45,0.0455912,3.0208333,2.5882354,3.125,3.4,48
46,0.0466351,3.1458333,2.5555556,3.3333333,3.6666667,48
47,0.0477746,2.9166667,2.3888888,3,3.4666667,48
48,0.0487115,3.0833333,2.3529413,2.8888888,4.3076925,48
49,0.0498141,2.8333333,1.9,2.6153846,4.266667,48
50,0.0507368,3.1875,2.5,2.8,4.428571,48
51,0.0515246,3.125,2.9333334,2.3157895,4.428571,48
52,0.0522077,3.25,2.764706,2.8333333,4.4615383,48
53,0.0530428,3.1041667,2.9411764,2.4444444,4.230769,48
54,0.0540626,2.6875,2.6111112,1.7647059,4,48
55,0.0553305,2.7083333,2.4444444,1.9444444,4.25,48
56,0.0562428,2.875,2.8235295,2.3,4,48
57,0.0571943,3.0625,2.5294118,3,4,48
58,0.0578199,3.1666667,2.2777777,3.2222223,4.4166665,48
59,0.0584604,3.125,2,3.6666667,3.8461537,48
60,0.0591648,2.7083333,1.875,3.0588236,3.2,48
61,0.0600055,2.375,2,2.3529413,2.8,48
62,0.0608396,2.5416667,2,2.8888888,2.7142856,48
63,0.0615691,2.7708333,2.8666666,2.5789473,2.9285715,48
64,0.062274,2.5208333,3.3076923,1.9090909,2.7692308,48
65,0.0630845,2.5,3.5714285,1.5,2.857143,48
66,0.0638008,2.7916667,3.05,2.0714285,3.142857,48
67,0.0645475,2.9375,2.3529413,3.05,3.6363637,48
68,0.0653179,2.7708333,2.4375,2.2857144,4.181818,48
69,0.0661387,2.8541667,2.7058823,2.5263157,3.5833333,48
70,0.067094,2.7708333,2.7368422,2.1333334,3.5,48
71,0.06814831,2.9583333,2.9411764,2.764706,3.2142856,48
72,0.0690894,2.8541667,2.8823528,2.5,3.3076923,48
73,0.07016151,2.9166667,2.9444444,2.7333333,3.0666666,48
74,0.0711332,2.875,3.2,2.5833333,2.6875,48
75,0.0721214,2.8541667,2.7368422,3.7142856,2.2,48
76,0.0729544,2.7916667,3.1111112,3.3125,1.7857143,48
77,0.0739506,2.6666667,2.8421052,3,2,48
78,0.074570306,2.5625,2.5,2.5625,2.6666667,48
79,0.0751453,2.6041667,2.8333333,2.3529413,2.6153846,48
80,0.0758467,2.5,2.1578948,2.5,3.090909,48
81,0.07665031,2.1458333,2.4117646,1.9,2.1818182,48
82,0.0776311,2.1875,2.75,1.5294118,2.3333333,48
83,0.0783623,2.5625,2.8823528,2.2941177,2.5,48
84,0.079099104,2.7916667,2.625,3.0555556,2.642857,48
85,0.079765,2.6875,2.8125,2.75,2.4166667,48
86,0.080457,2.5833333,3.1111112,2.2222223,2.3333333,48
87,0.081140704,2.6041667,2.8947368,2.2142856,2.6,48
88,0.0819601,2.5416667,2.8333333,2.5333333,2.2,48
89,0.0826418,2.6875,2.6666667,2.7142856,2.6875,48
90,0.0832751,2.7083333,2.1111112,3.4666667,2.6666667,48
91,0.0839654,2.6458333,2.1764705,3.3125,2.4666667,48
92,0.0848622,2.5625,2.235294,2.875,2.6,48
93,0.085543,2.5416667,2,2.8666666,2.8125,48
94,0.086237,2.4791667,1.9333333,2.9285715,2.5789473,48
95,0.0870097,2.4375,2.1333334,2.625,2.5294118,48
96,0.0876722,2.3541667,2.4375,2.235294,2.4,48
97,0.0882597,2.7083333,3.125,2.3529413,2.6666667,48
98,0.0888724,2.5625,3.1333334,2.3888888,2.2,48
99,0.0895106,2.4166667,3,2.4444444,1.7142857,48
100,0.090253904,2.5625,2.8235295,2.5,2.3076923,48
