iteration,time,density,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,lane_change_probability,deceleration_probability,max_speed_lane_1,max_speed_lane_2,max_speed_lane_3,flow,vehicle_count
1,0.0568077,0.9,4.7555556,4.451613,4.9,4.9310346,0.5,0,5,5,5,0.856,90
2,0.0648648,0.9,3.1666667,3.0333333,2.3333333,3.8333333,0.5,0.0005,5,5,5,0.57,90
3,0.0641133,0.9,2.9555554,3.0833333,3.125,2.6666667,0.5,0.001,5,5,5,0.53199995,90
4,0.066093,0.9,3.2555556,3.5,3,3.3448277,0.5,0.0015,5,5,5,0.586,90
5,0.0647945,0.9,3.2,3.275,2.9545455,3.2857144,0.5,0.002,5,5,5,0.576,90
6,0.066292,0.9,3.1777778,3.1935484,3.5,2.8709676,0.5,0.0025000002,5,5,5,0.57199997,90
7,0.073383905,0.9,3.5555556,3.4,3.8846154,3.4482758,0.5,0.003,5,5,5,0.64,90
8,0.074241,0.9,3.1222222,3.516129,2.8,3.0344827,0.5,0.0035,5,5,5,0.562,90
9,0.072030306,0.9,3.6222222,3.096774,3.3333333,4.4827585,0.5,0.004,5,5,5,0.652,90
10,0.067149,0.9,3.011111,2.4146342,3.2692308,3.7826087,0.5,0.0045000003,5,5,5,0.542,90
11,0.0663838,0.9,3.0333333,3.6153846,3.057143,2.4827585,0.5,0.0050000004,5,5,5,0.546,90
12,0.0661922,0.9,3.1666667,2.9512196,3.4615386,3.2173913,0.5,0.0055000004,5,5,5,0.57,90
13,0.0656051,0.9,3.0777779,3.1515152,2.925926,3.1333334,0.5,0.006,5,5,5,0.554,90
14,0.0660194,0.9,3.3888888,2.6875,3.75,3.8076923,0.5,0.0065,5,5,5,0.60999995,90
15,0.0745668,0.9,3.511111,3.8285713,3.3548386,3.25,0.5,0.007,5,5,5,0.63199997,90
16,0.0725651,0.9,2.3888888,1.939394,2.7,2.5925925,0.5,0.0075000003,5,5,5,0.42999998,90
17,0.0700596,0.9,2.9222221,2.5882354,3.125,3.125,0.5,0.008,5,5,5,0.52599996,90
18,0.06801,0.9,2.8888888,1.7096775,2.6666667,4.21875,0.5,0.0085,5,5,5,0.52,90
19,0.067522705,0.9,2.8555555,2.84375,2.6388888,3.2272727,0.5,0.009000001,5,5,5,0.51399994,90
20,0.0668791,0.9,2.4333334,2.878788,1.84375,2.6,0.5,0.009500001,5,5,5,0.438,90
21,0.0663217,0.9,2.5,2.5172415,2.5,2.48,0.5,0.010000001,5,5,5,0.45,90
22,0.0681974,0.9,2.588889,2.7272727,2.2222223,3,0.5,0.010500001,5,5,5,0.46600002,90
23,0.0691858,0.9,2.6888888,3.0357144,2,3.1785715,0.5,0.011000001,5,5,5,0.484,90
24,0.0942879,0.9,2.5444446,2.7037036,2.5882354,2.3448277,0.5,0.011500001,5,5,5,0.458,90
25,0.07573,0.9,2.7666667,2.6,2.3428571,3.56,0.5,0.012,5,5,5,0.498,90
26,0.070483,0.9,3.288889,3.1851852,3.1891892,3.5384614,0.5,0.0125,5,5,5,0.592,90
27,0.0694242,0.9,2.6666667,2.7666667,2.1935484,3.0689654,0.5,0.013,5,5,5,0.48000002,90
28,0.0680456,0.9,2.3777778,2.413793,2.2777777,2.48,0.5,0.0135,5,5,5,0.428,90
29,0.0673571,0.9,3.0555556,2.3529413,3.25,3.7916667,0.5,0.014,5,5,5,0.54999995,90
30,0.068300895,0.9,2.6888888,2.3225806,3.074074,2.71875,0.5,0.0145000005,5,5,5,0.484,90
31,0.0675826,0.9,2.8555555,3.030303,2.625,2.92,0.5,0.015000001,5,5,5,0.51399994,90
32,0.0673416,0.9,2.3777778,2,2.6923077,2.5,0.5,0.015500001,5,5,5,0.428,90
33,0.0676359,0.9,2.788889,2.3461537,2.6666667,3.357143,0.5,0.016,5,5,5,0.502,90
34,0.0678222,0.9,2.5777779,3.0882354,2.3548386,2.16,0.5,0.0165,5,5,5,0.464,90
35,0.0677012,0.9,2.9777777,2.8888888,3.137931,2.92,0.5,0.017,5,5,5,0.53599995,90
36,0.0691574,0.9,2.7444444,2.3823528,3.1111112,2.8275862,0.5,0.0175,5,5,5,0.49399996,90
37,0.0700282,0.9,2.788889,2.8333333,3.3076923,2.3529413,0.5,0.018000001,5,5,5,0.502,90
38,0.0688269,0.9,2.8,2.4827585,3.4285715,2.5454545,0.5,0.0185,5,5,5,0.504,90
39,0.0673556,0.9,2.9666667,2.6216216,3.5416667,2.9310346,0.5,0.019000001,5,5,5,0.53400004,90
40,0.0683467,0.9,3.0333333,3.030303,2.6363637,3.5833333,0.5,0.0195,5,5,5,0.546,90
41,0.06800631,0.9,2.3888888,2.2424242,2.2,2.7777777,0.5,0.020000001,5,5,5,0.42999998,90
42,0.068886496,0.9,2.3444445,1.8484849,2.9285715,2.3448277,0.5,0.0205,5,5,5,0.42200002,90
