iteration,time,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,vehicle_count,lane_change_probability,deceleration_probability,max_speed_lane_1,max_speed_lane_2,max_speed_lane_3,flow
244,0.0614253,3.8,4.285714,3.090909,4.428571,25,0.5,0.4,9,9,9,0.95
245,0.0613573,5.52,4.75,5.7272725,6.1666665,25,0.5,0.4,9,9,9,1.38
246,0.0621832,4.2,5.4444447,3.4,3.6666667,25,0.5,0.4,9,9,9,1.05
247,0.0606036,3.88,4.5,3.2222223,4,25,0.5,0.4,9,9,9,0.97
248,0.0610168,4.48,4,5.1666665,4.5555553,25,0.5,0.4,9,9,9,1.12
249,0.0603547,4.56,4.75,3.8888888,5.125,25,0.5,0.4,9,9,9,1.14
250,0.059973,4.28,4.4444447,4,4.5,25,0.5,0.4,9,9,9,1.07
251,0.0628797,4.24,3,4.3,7.5,25,0.5,0.4,9,9,9,1.06
252,0.060023,4.24,2.2727273,5.2222223,6.8,25,0.5,0.4,9,9,9,1.06
253,0.0609085,4.36,4.3,4,4.75,25,0.5,0.4,9,9,9,1.09
254,0.0667081,3.1923077,3,3.857143,2.8888888,26,0.5,0.4,9,9,9,0.83
255,0.0628182,5.8461537,4.8,6.428571,6.5555553,26,0.5,0.4,9,9,9,1.5199999
256,0.0637468,4.769231,4.5454545,4.375,5.571429,26,0.5,0.4,9,9,9,1.24
257,0.0630362,3.6538463,3.2,3.25,4.625,26,0.5,0.4,9,9,9,0.95
258,0.0626474,5.3076925,6.3333335,3.8888888,5.75,26,0.5,0.4,9,9,9,1.38
259,0.0636925,4.5,3.1,5.7,4.8333335,26,0.5,0.4,9,9,9,1.17
260,0.0644568,4.0384617,4.6666665,3.857143,3.6,26,0.5,0.4,9,9,9,1.05
261,0.0636738,4.3846154,3.1818182,4.111111,7,26,0.5,0.4,9,9,9,1.14
262,0.0648258,3.8076923,4,5,2.4444444,26,0.5,0.4,9,9,9,0.98999995
263,0.0630012,4.8461537,4.7777777,4.4545455,5.6666665,26,0.5,0.4,9,9,9,1.2599999
264,0.0659357,5.148148,3.8181818,5.3,7.3333335,27,0.5,0.4,9,9,9,1.39
265,0.0653961,3.1851852,3.875,2.5384614,3.6666667,27,0.5,0.4,9,9,9,0.86
266,0.073884,4.5925927,4.5,4.818182,4.3333335,27,0.5,0.4,9,9,9,1.2400001
267,0.0795802,5,4.875,4.4444447,5.6,27,0.5,0.4,9,9,9,1.35
268,0.0770641,4.037037,4,3.0769231,5.857143,27,0.5,0.4,9,9,9,1.09
269,0.067744,4.259259,4.375,4.2,4.2222223,27,0.5,0.4,9,9,9,1.1500001
270,0.0661455,3.9629629,1.7,7.428571,3.8,27,0.5,0.4,9,9,9,1.07
271,0.066154,4.703704,4.5,3.9,6.142857,27,0.5,0.4,9,9,9,1.2700001
272,0.0654765,4.5185184,3.8888888,4.888889,4.7777777,27,0.5,0.4,9,9,9,1.22
273,0.065537,4.7777777,3.5,4.5555553,7.6666665,27,0.5,0.4,9,9,9,1.2900001
274,0.07002,3.6785715,4,3.7142856,3.1666667,28,0.5,0.4,9,9,9,1.03
275,0.0694453,3.6785715,2.857143,4,5.1666665,28,0.5,0.4,9,9,9,1.03
276,0.0702439,4,3.625,3,5.5555553,28,0.5,0.4,9,9,9,1.12
277,0.0684272,3.5714285,4.111111,2.4,4.3333335,28,0.5,0.4,9,9,9,1
278,0.0688174,3.1785715,2.7777777,3,3.7,28,0.5,0.4,9,9,9,0.89
279,0.0689423,3.2142856,2.9,2.9,4,28,0.5,0.4,9,9,9,0.9
280,0.0685336,3.857143,3.5,3.4545455,5,28,0.5,0.4,9,9,9,1.08
281,0.0692908,3.642857,3.7142856,2.9166667,4.5555553,28,0.5,0.4,9,9,9,1.02
282,0.0705194,4.035714,5.2222223,2.7,4.3333335,28,0.5,0.4,9,9,9,1.13
283,0.0704596,2.857143,2.2,2.909091,3.7142856,28,0.5,0.4,9,9,9,0.8
284,0.073267296,3.724138,4,3,4.2,29,0.5,0.4,9,9,9,1.08
285,0.0715875,4.6896553,3.5555556,4.5454545,6,29,0.5,0.4,9,9,9,1.36
286,0.0713839,3.4482758,3.0833333,3.3,4.285714,29,0.5,0.4,9,9,9,0.99999994
287,0.071263,4.1034484,4.5,3.6666667,4,29,0.5,0.4,9,9,9,1.19
288,0.072927505,3.2068965,2.2307692,3.375,4.625,29,0.5,0.4,9,9,9,0.92999995
289,0.07201649,3.9310346,3.9230769,3.5,4.6666665,29,0.5,0.4,9,9,9,1.14
290,0.0725668,2.6206896,3.7142856,1.7142857,3.25,29,0.5,0.4,9,9,9,0.76
291,0.08974551,4.206897,3.4615386,4.888889,4.714286,29,0.5,0.4,9,9,9,1.22
292,0.0896968,4.448276,4,3.3,6.2222223,29,0.5,0.4,9,9,9,1.29
293,0.0726477,3.862069,3.9,3.5833333,4.285714,29,0.5,0.4,9,9,9,1.12
294,0.0754265,3.5,3.5555556,2.7857144,4.857143,30,0.5,0.4,9,9,9,1.0500001
295,0.0746346,3.9666667,3.25,2.7272727,7.142857,30,0.5,0.4,9,9,9,1.19
296,0.085658,4.2,3.7272727,4.0833335,5.142857,30,0.5,0.4,9,9,9,1.26
297,0.0784086,3.7,3.8181818,3.909091,3.25,30,0.5,0.4,9,9,9,1.11
298,0.07452711,3.3333333,3.090909,3.4444444,3.5,30,0.5,0.4,9,9,9,1
299,0.074321,3.6666667,3.5384614,3.375,4.111111,30,0.5,0.4,9,9,9,1.1
300,0.0746336,3.2666667,3,3.909091,2.8,30,0.5,0.4,9,9,9,0.98
301,0.0755299,3.0666666,2.9166667,1.9090909,5.142857,30,0.5,0.4,9,9,9,0.92
302,0.0744424,3.4666667,3.5555556,2.7857144,4.714286,30,0.5,0.4,9,9,9,1.0400001
303,0.0762476,3.6333334,2.909091,2.9166667,6,30,0.5,0.4,9,9,9,1.09
304,0.07503831,3.6333334,3.8,2.7777777,4.181818,30,0.5,0.4,9,9,9,1.09
305,0.076819,4.2580647,3.6666667,4.111111,5.714286,31,0.5,0.4,9,9,9,1.32
306,0.0765324,2.967742,2.8181818,3.375,2.8333333,31,0.5,0.4,9,9,9,0.92
