iteration,time,density,average_speed,average_speed_lane_0,average_speed_lane_1,average_speed_lane_2,lane_change_probability,deceleration_probability,max_speed_lane_1,max_speed_lane_2,max_speed_lane_3,flow,vehicle_count
1,0.044900894,0.01,3.9599993,0,0,0,1,0.4,4,3,5,0.039599985,3
2,0.043479405,0.01,3.9066665,0,0,0,1,0.4,4,3,5,0.039066654,3
3,0.035778597,0.013333333,4.01,3.5683331,0,0,1,0.4,4,3,5,0.05346664,4
4,0.05425489,0.02,4.08,3.6306672,0,0,1,0.4,4,3,5,0.08159997,6
5,0.0505679,0.023333333,3.9685717,3.5790002,0,4.615,1,0.4,4,3,5,0.09259998,7
6,0.0477156,0.026666665,3.9925,3.5953336,0,4.545,1,0.4,4,3,5,0.10646666,8
7,0.0672594,0.030000001,3.986667,3.538952,0,4.596667,1,0.4,4,3,5,0.11960001,9
8,0.07153859,0.033333335,3.981999,3.5468729,0,4.5770006,1,0.4,4,3,5,0.13273339,10
9,0.07246348,0.036666665,4.0290914,3.6000948,0,4.5445247,1,0.4,4,3,5,0.14773336,11
10,0.07562411,0.04,4.0500007,3.6211352,0,4.5633335,1,0.4,4,3,5,0.162,12
11,0.07851939,0.043333333,4.0415382,3.6045153,0,4.542905,1,0.4,4,3,5,0.17513332,13
12,0.07932151,0.046666667,4.0685716,3.583849,0,4.600151,1,0.4,4,3,5,0.18986666,14
13,0.0818821,0.05,4.070666,3.6019442,0,4.55885,1,0.4,4,3,5,0.2035333,15
14,0.08144708,0.05333333,4.02125,3.583219,0,4.510278,1,0.4,4,3,5,0.21446662,16
15,0.0908822,0.05666667,4.0141177,3.5105731,0,4.5212755,1,0.4,4,3,5,0.22746663,17
16,0.09342122,0.060000002,4.0222225,3.5706296,0,4.496263,1,0.4,4,3,5,0.24133329,18
17,0.097392,0.06333333,4.034737,3.5537167,0,4.5155764,1,0.4,4,3,5,0.25553334,19
18,0.09882351,0.06666667,4.0620003,3.6055813,0,4.5253434,1,0.4,4,3,5,0.27080002,20
19,0.098414786,0.07,3.9904757,3.538181,0,4.477328,1,0.4,4,3,5,0.27933338,21
20,0.09693541,0.07333333,3.9518182,3.529688,0,4.4139624,1,0.4,4,3,5,0.2898,22
21,0.10008629,0.07333333,3.9618185,3.5170138,0,4.4584985,1,0.4,4,3,5,0.29053336,22
22,0.10632571,0.07666667,3.9695652,3.5456834,0,4.4528184,1,0.4,4,3,5,0.30433342,23
23,0.105771,0.08,3.9158325,3.5358536,0,4.381575,1,0.4,4,3,5,0.31326666,24
24,0.1129355,0.083333336,3.8504004,3.5165243,0,4.2826424,1,0.4,4,3,5,0.32086667,25
25,0.1127094,0.086666666,3.7907686,3.459658,0,4.2567854,1,0.4,4,3,5,0.3285334,26
26,0.115026414,0.09,3.7311108,3.4203713,0,4.220137,1,0.4,4,3,5,0.3358,27
27,0.11728602,0.093333334,3.6464288,3.3844278,0,4.079412,1,0.4,4,3,5,0.34033334,28
28,0.11684039,0.096666664,3.552414,3.313351,0,3.9948044,1,0.4,4,3,5,0.3434,29
29,0.12397508,0.1,3.460667,3.1991346,0,3.9931324,1,0.4,4,3,5,0.34606665,30
30,0.12375551,0.10333333,3.4206457,3.2332392,0,3.844938,1,0.4,4,3,5,0.35346672,31
31,0.12753919,0.10666666,3.396875,3.2124784,0,3.8471148,1,0.4,4,3,5,0.36233333,32
32,0.13416201,0.11000001,3.29697,3.1811476,2.4563334,3.6286533,1,0.4,4,3,5,0.36266664,33
33,0.14086376,0.11333334,3.2688236,3.1171362,2.4118571,3.7130299,1,0.4,4,3,5,0.37046674,34
34,0.14650987,0.11666667,3.2268567,3.0909884,2.4609997,3.6490493,1,0.4,4,3,5,0.37646672,35
35,0.14852698,0.120000005,3.1405554,3.0341797,2.3943336,3.529242,1,0.4,4,3,5,0.37686664,36
36,0.1573149,0.123333335,3.0691888,3.0074847,2.343328,3.4601996,1,0.4,4,3,5,0.37853336,37
37,0.15883191,0.12666667,3.0542104,2.9317176,2.3593888,3.4495656,1,0.4,4,3,5,0.38686657,38
38,0.16460091,0.13,2.9517946,2.8987265,2.2046826,3.3425481,1,0.4,4,3,5,0.38373333,39
39,0.17294767,0.13333334,2.9125006,2.8449752,2.2752938,3.3018548,1,0.4,4,3,5,0.38833332,40
40,0.17707022,0.13666667,2.8926837,2.8100004,2.274288,3.2933395,1,0.4,4,3,5,0.3953333,41
41,0.1809132,0.14,2.814286,2.7554343,2.2801468,3.1650693,1,0.4,4,3,5,0.39399993,42
42,0.17981243,0.14333333,2.8232555,2.7769904,2.2103338,3.183394,1,0.4,4,3,5,0.40466654,43
43,0.18983188,0.14666666,2.7736368,2.71715,2.2089198,3.1568258,1,0.4,4,3,5,0.40679997,44
44,0.1963005,0.14999999,2.7008889,2.61369,2.2386405,3.0677423,1,0.4,4,3,5,0.40513328,45
45,0.20637381,0.15333334,2.6295655,2.6153991,2.1615384,2.9296384,1,0.4,4,3,5,0.40319997,46
46,0.20630503,0.15666667,2.647234,2.5567749,2.1287396,3.0924392,1,0.4,4,3,5,0.41473332,47
47,0.21341312,0.16,2.6000004,2.5736473,2.2340038,2.8472037,1,0.4,4,3,5,0.41599992,48
48,0.22270417,0.16333334,2.5155103,2.4423199,2.1537657,2.8370588,1,0.4,4,3,5,0.4108667,49
49,0.2312462,0.16666667,2.524,2.4886866,2.1422422,2.8095107,1,0.4,4,3,5,0.42066666,50
50,0.23906158,0.17,2.4650981,2.4440289,2.106434,2.7582836,1,0.4,4,3,5,0.4190666,51
51,0.24387099,0.17333333,2.4673078,2.435181,2.0708387,2.815502,1,0.4,4,3,5,0.42766666,52
52,0.24807288,0.17666666,2.4007542,2.2991166,2.0351322,2.7824395,1,0.4,4,3,5,0.42413327,53
53,0.2502333,0.18,2.4292593,2.3948183,2.063848,2.7363224,1,0.4,4,3,5,0.43726665,54
54,0.25632152,0.18333334,2.3643634,2.3014398,2.0548995,2.69142,1,0.4,4,3,5,0.43346664,55
55,0.2636896,0.18666667,2.3057141,2.192808,1.9624995,2.7105322,1,0.4,4,3,5,0.43039998,56
56,0.2729773,0.19,2.2761402,2.2082603,2.0031261,2.5819063,1,0.4,4,3,5,0.43246663,57
57,0.28365803,0.19333333,2.2168968,2.1369097,1.8766786,2.5919483,1,0.4,4,3,5,0.42859995,58
58,0.2954722,0.19666666,2.1813557,2.1199684,1.8755279,2.5290916,1,0.4,4,3,5,0.429,59
59,0.30687767,0.2,2.1460001,2.0674288,1.8389839,2.527849,1,0.4,4,3,5,0.4292,60
60,0.31430325,0.20333333,2.129508,2.073521,1.8348122,2.4666665,1,0.4,4,3,5,0.4329999,61
61,0.32271814,0.20666666,2.1238708,2.0817475,1.8225145,2.4512584,1,0.4,4,3,5,0.43893334,62
62,0.32332358,0.21,2.1009521,2.0632167,1.8460468,2.3749285,1,0.4,4,3,5,0.4412,63
63,0.3316315,0.21333332,2.021875,1.9813727,1.7409058,2.3382359,1,0.4,4,3,5,0.43133324,64
64,0.34538507,0.21666665,2.0264616,1.9446092,1.7981431,2.3706896,1,0.4,4,3,5,0.4390666,65
65,0.35683772,0.22000001,2.020909,1.9684252,1.7666112,2.3166158,1,0.4,4,3,5,0.44459996,66
66,0.3745757,0.22333334,1.9850748,1.9230603,1.7057409,2.327519,1,0.4,4,3,5,0.4433334,67
67,0.3927847,0.22666667,1.9938235,1.8568698,1.7392137,2.4175577,1,0.4,4,3,5,0.45193344,68
68,0.40468776,0.23,1.9150723,1.9034865,1.6536943,2.1641428,1,0.4,4,3,5,0.44046664,69
69,0.40645313,0.23333333,1.9122856,1.8753004,1.6692046,2.2068067,1,0.4,4,3,5,0.4462,70
70,0.4184369,0.23666666,1.8492955,1.7984831,1.623272,2.1532516,1,0.4,4,3,5,0.43766665,71
71,0.42740276,0.24000001,1.8305556,1.7640681,1.6697885,2.1080663,1,0.4,4,3,5,0.43933332,72
72,0.44804084,0.24333334,1.8202742,1.7806853,1.6361456,2.069273,1,0.4,4,3,5,0.44293326,73
